qseqid	ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalues	bitscore	annotation
981-augustus_masked-BCD_8-12448	gnl|TC-DB|P19145|2.A.3.10.2	71.3	581	167	0	67	1809	22	602	3.10E-250	860.9	General amino-acid permease GAP1 - Saccharomyces cerevisiae (Baker's yeast).
981-augustus_masked-BCD_8-12448	gnl|TC-DB|Q59YT0|2.A.3.10.24	57.3	574	232	5	97	1809	25	588	2.50E-183	638.6	Potential general amino acid permease OS=Candida albicans GN=GAP2 PE=4 SV=1
981-augustus_masked-BCD_8-12448	gnl|TC-DB|Q5AG77|2.A.3.10.23	52.6	563	252	5	148	1809	26	582	6.10E-166	580.9	Gap1 protein OS=Candida albicans GN=GAP1 PE=4 SV=1
981-augustus_masked-BCD_8-12448	gnl|TC-DB|P06775|2.A.3.10.1	52.4	519	244	3	259	1809	86	603	9.50E-159	557	Histidine permease - Saccharomyces cerevisiae (Baker's yeast).
981-augustus_masked-BCD_8-12448	gnl|TC-DB|Q59WB3|2.A.3.10.25	47.3	573	289	7	100	1806	43	606	2.20E-147	519.2	Potential general amino acid permease OS=Candida albicans GN=GAP4 PE=4 SV=1
981-augustus_masked-BCD_8-12448	gnl|TC-DB|P25376|2.A.3.10.7	46.9	544	283	5	190	1809	92	633	1.00E-144	510.4	Asparagine/glutamine permease - Saccharomyces cerevisiae (Baker's yeast).
981-augustus_masked-BCD_8-12448	gnl|TC-DB|P38967|2.A.3.10.8	50.8	530	237	9	253	1809	76	592	5.20E-141	498	Tryptophan permease (Tryptophan amino acid transporter) - Saccharomyces cerevisiae (Baker's yeast).
981-augustus_masked-BCD_8-12448	gnl|TC-DB|Q59NZ6|2.A.3.10.26	45.7	576	294	12	91	1809	17	576	1.50E-140	496.5	Potential general amino acid permease OS=Candida albicans GN=GAP6 PE=4 SV=1
981-augustus_masked-BCD_8-12448	gnl|TC-DB|Q08986|2.A.3.10.15	45.1	583	296	10	91	1809	19	587	4.10E-138	488.4	CHROMOSOME XVI READING FRAME ORF YPL274W - Saccharomyces cerevisiae (Baker's yeast).
981-augustus_masked-BCD_8-12448	gnl|TC-DB|Q2VQZ4|2.A.3.10.22	48.6	484	241	3	259	1707	33	509	2.10E-134	476.1	Putative amino acid permease OS=Glomus mosseae PE=2 SV=1
981-augustus_masked-BCD_8-12448	gnl|TC-DB|P48813|2.A.3.10.5	46.6	513	270	3	280	1809	152	663	1.50E-132	469.9	High-affinity glutamine permease - Saccharomyces cerevisiae (Baker's yeast).
981-augustus_masked-BCD_8-12448	gnl|TC-DB|Q9URZ4|2.A.3.10.21	49.3	493	225	9	259	1707	73	550	4.90E-131	464.9	Uncharacterized amino-acid permease C869.11 - Schizosaccharomyces pombe (Fission yeast).
981-augustus_masked-BCD_8-12448	gnl|TC-DB|P38085|2.A.3.10.9	46.1	523	264	6	154	1710	62	570	8.60E-128	454.1	Valine/tyrosine/tryptophan amino-acid permease - Saccharomyces cerevisiae (Baker's yeast).
981-augustus_masked-BCD_8-12448	gnl|TC-DB|O60170|2.A.3.10.28	45.2	485	256	4	259	1707	58	534	1.00E-120	430.6	Probable amino-acid permease meu22 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=meu22 PE=2 SV=1
983-augustus_masked-BCD_8-12448	gnl|TC-DB|P32804|2.A.5.1.1	87.8	376	42	1	1	1116	1	376	9.60E-194	672.5	ZRT1 PROTEIN - Saccharomyces cerevisiae (Baker's yeast).
984-augustus_masked-CPA_4-16622	gnl|TC-DB|P00830|3.A.2.1.3	100	222	0	0	1	666	38	259	4.00E-123	437.2	ATP SYNTHASE BETA CHAIN, MITOCHONDRIAL PRECURSOR (EC 3.6.1.34) - Saccharomyces cerevisiae (Baker's yeast).
984-augustus_masked-CPA_4-16622	gnl|TC-DB|I7LZV1|3.A.2.1.4	75.6	217	51	2	19	666	30	245	1.60E-87	318.9	ATP synthase subunit beta OS=Tetrahymena thermophila (strain SB210) GN=TTHERM_00585260 PE=3 SV=1
984-augustus_masked-CPA_4-16622	gnl|TC-DB|A0ZW41|3.A.2.1.11	71.2	219	59	2	19	666	38	255	1.20E-82	302.8	ATP synthase subunit beta OS=Polytomella sp. Pringsheim 198.80 GN=atp2 PE=2 SV=1
984-augustus_masked-CPA_4-16622	gnl|TC-DB|A1B8P0|3.A.2.1.7	70.6	218	61	2	19	666	6	222	1.20E-82	302.8	ATP synthase subunit beta OS=Paracoccus denitrificans (strain Pd 1222) GN=atpD PE=3 SV=1
984-augustus_masked-CPA_4-16622	gnl|TC-DB|BAK19948|3.A.2.1.10	63.2	223	75	3	19	666	11	233	1.50E-72	269.2	ApH+ATPase beta subunit [Aphanothece halophytica]
984-augustus_masked-CPA_4-16622	gnl|TC-DB|P50002|3.A.2.1.5	63.6	217	73	2	19	666	6	217	4.20E-72	267.7	ATP synthase subunit beta, sodium ion specific OS=Acetobacterium woodii (strain ATCC 29683 / DSM 1030 / JCM 2381 / KCTC 1655) GN=atpD PE=1 SV=3
984-augustus_masked-CPA_4-16622	gnl|TC-DB|P29707|3.A.2.1.2	62.7	217	74	3	19	666	5	215	5.50E-72	267.3	ATP synthase beta chain, sodium ion specific (EC 3.6.3.15) - Propionigenium modestum.
984-augustus_masked-CPA_4-16622	gnl|TC-DB|P0ABB4|3.A.2.1.1	59	217	84	1	16	666	3	214	4.10E-67	251.1	ATP synthase subunit beta - Escherichia coli.
984-augustus_masked-CPA_4-16622	gnl|TC-DB|F8L1Z1|3.A.2.1.6	55.5	220	90	3	16	666	3	217	1.10E-64	243	ATP synthase subunit beta OS=Parachlamydia acanthamoebae (strain UV7) GN=atpD-B PE=3 SV=1
984-augustus_masked-CPA_4-16622	gnl|TC-DB|BAK19931|3.A.2.1.9	50.9	216	99	3	19	666	15	223	2.10E-55	212.2	ApNa+ATPase beta subunit [Aphanothece halophytica]
987-augustus_masked-YBT-11417	gnl|TC-DB|P33302|3.A.1.205.1	93.2	454	31	0	1	1362	513	966	1.80E-242	834.7	Suppressor of toxicity of sporidesmin - Saccharomyces cerevisiae (Baker's yeast).
987-augustus_masked-YBT-11417	gnl|TC-DB|P51533|3.A.1.205.12	58.2	488	170	4	1	1362	533	1020	9.30E-151	530	ATP-dependent permease PDR10 OS=Saccharomyces cerevisiae GN=PDR10 PE=2 SV=1
987-augustus_masked-YBT-11417	gnl|TC-DB|P43071|3.A.1.205.4	51.2	453	218	2	7	1362	507	957	1.40E-130	463	Multidrug resistance protein CDR1 - Candida albicans (Yeast).
987-augustus_masked-YBT-11417	gnl|TC-DB|P78595|3.A.1.205.5	50.3	453	222	2	7	1362	505	955	1.80E-125	446	Multidrug resistance protein CDR2 - Candida albicans (Yeast).
989-augustus_masked-BQN_4-5641	gnl|TC-DB|P54862|2.A.1.1.105	97	565	17	0	1	1695	1	565	0	1094.7	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
989-augustus_masked-BQN_4-5641	gnl|TC-DB|P39004|2.A.1.1.31	71.5	562	158	1	10	1695	8	567	7.80E-240	826.2	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
989-augustus_masked-BQN_4-5641	gnl|TC-DB|P32467|2.A.1.1.30	70.3	565	165	2	4	1695	11	573	1.50E-235	812	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
989-augustus_masked-BQN_4-5641	gnl|TC-DB|P32465|2.A.1.1.108	65.5	562	187	3	10	1695	13	567	4.20E-217	750.7	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
989-augustus_masked-BQN_4-5641	gnl|TC-DB|P13181|2.A.1.1.6	65.2	551	190	1	34	1686	22	570	4.80E-213	737.3	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
989-augustus_masked-BQN_4-5641	gnl|TC-DB|P43581|2.A.1.1.5	65.2	540	177	2	16	1635	3	531	2.20E-205	711.8	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
989-augustus_masked-BQN_4-5641	gnl|TC-DB|P23585|2.A.1.1.111	65.3	531	181	2	49	1641	13	540	3.10E-204	708	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
989-augustus_masked-BQN_4-5641	gnl|TC-DB|Q2MDH1|2.A.1.1.67	62.4	495	185	1	142	1623	31	525	1.10E-185	646.4	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
989-augustus_masked-BQN_4-5641	gnl|TC-DB|P39924|2.A.1.1.110	52.6	568	256	5	1	1692	1	559	4.10E-172	601.3	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
989-augustus_masked-BQN_4-5641	gnl|TC-DB|P54854|2.A.1.1.107	53.3	546	249	4	10	1638	2	544	1.20E-168	589.7	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
992-augustus_masked-ABM_5-4637	gnl|TC-DB|P53173|8.A.61.1.1	99.3	138	1	0	1	414	1	138	1.40E-73	271.9	ER-derived vesicles protein ERV14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERV14 PE=1 SV=3
1004-augustus_masked-YCM-7680	gnl|TC-DB|P40100|9.A.26.1.3	56	282	108	2	130	975	37	302	6.40E-83	304.3	Uncharacterized protein YER185W - Saccharomyces cerevisiae (Baker's yeast).
1004-augustus_masked-YCM-7680	gnl|TC-DB|P53047|9.A.26.1.1	46.7	214	114	0	310	951	69	282	2.70E-49	192.6	RTA1 protein - Saccharomyces cerevisiae (Baker's yeast).
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|P32465|2.A.1.1.108	96.1	180	7	0	1	540	391	570	9.30E-102	365.9	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|P32467|2.A.1.1.30	78.3	180	39	0	1	540	397	576	3.50E-85	310.8	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|P39004|2.A.1.1.31	77.2	180	41	0	1	540	391	570	2.20E-82	301.6	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|P13181|2.A.1.1.6	70.7	174	51	0	7	528	399	572	3.90E-76	280.8	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|P54862|2.A.1.1.105	69.8	179	52	1	1	531	387	565	2.60E-72	268.1	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|P39924|2.A.1.1.110	65.6	157	54	0	1	471	384	540	8.00E-61	229.9	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|P43581|2.A.1.1.5	64.7	156	55	0	1	468	375	530	1.00E-60	229.6	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|P54854|2.A.1.1.107	65.8	158	54	0	1	474	387	544	1.00E-60	229.6	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|P23585|2.A.1.1.111	65.6	154	53	0	7	468	384	537	3.70E-58	221.1	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|Q2MDH1|2.A.1.1.67	56.6	175	69	2	7	510	372	546	5.20E-52	200.7	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|Q8J0U9|2.A.1.1.58	52.6	152	70	1	1	456	377	526	6.50E-39	157.1	Monosaccharide transporter - Aspergillus niger.
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|O74849|2.A.1.1.22	49.7	149	71	2	7	450	336	481	4.20E-38	154.5	High-affinity fructose transporter ght6 (Hexose transporter 6) - Schizosaccharomyces pombe (Fission yeast).
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|Q400D8|2.A.1.1.36	51.3	152	72	1	1	456	375	524	1.80E-36	149.1	Putative low affinity glucose transporter MstE - Emericella nidulans (Aspergillus nidulans).
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|Q9P3U6|2.A.1.1.112	48.3	145	73	1	7	441	334	476	4.00E-36	147.9	High-affinity glucose transporter ght1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=ght1 PE=1 SV=1
1012-augustus_masked-CEG_4-7368	gnl|TC-DB|O74969|2.A.1.1.21	46.6	148	77	1	7	450	338	483	8.90E-36	146.7	High-affinity glucose transporter ght2 (Hexose transporter 2) - Schizosaccharomyces pombe (Fission yeast).
1014-augustus_masked-AID_2-6438	gnl|TC-DB|P39980|2.A.1.16.1	95.5	628	28	0	1	1884	1	628	0	1184.9	Hypothetical 70.6 kDa protein in HXT8-CAN1 intergenic region - Saccharomyces cerevisiae (Baker's yeast).
1014-augustus_masked-AID_2-6438	gnl|TC-DB|P38731|2.A.1.16.4	48.7	561	273	6	160	1824	58	609	1.70E-150	529.6	Hypothetical 70.9 kDa protein in CBP2 5'region - Saccharomyces cerevisiae (Baker's yeast).
1016-augustus_masked-AID_2-6438	gnl|TC-DB|P39924|2.A.1.1.110	97.2	457	13	0	1	1371	108	564	1.00E-258	888.6	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1016-augustus_masked-AID_2-6438	gnl|TC-DB|P54854|2.A.1.1.107	93.4	454	30	0	1	1362	111	564	5.40E-247	849.7	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1016-augustus_masked-AID_2-6438	gnl|TC-DB|P39004|2.A.1.1.31	63.6	445	160	1	4	1332	116	560	7.20E-167	583.6	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1016-augustus_masked-AID_2-6438	gnl|TC-DB|P13181|2.A.1.1.6	64.1	449	159	1	4	1344	122	570	9.40E-167	583.2	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1016-augustus_masked-AID_2-6438	gnl|TC-DB|P32465|2.A.1.1.108	60.9	432	169	0	4	1299	116	547	2.40E-162	568.5	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1016-augustus_masked-AID_2-6438	gnl|TC-DB|P32467|2.A.1.1.30	61.8	432	165	0	4	1299	122	553	9.10E-162	566.6	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1016-augustus_masked-AID_2-6438	gnl|TC-DB|P43581|2.A.1.1.5	59.6	431	174	0	4	1296	100	530	1.10E-154	543.1	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1016-augustus_masked-AID_2-6438	gnl|TC-DB|P54862|2.A.1.1.105	58.8	434	177	1	1	1296	111	544	5.90E-153	537.3	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1016-augustus_masked-AID_2-6438	gnl|TC-DB|P23585|2.A.1.1.111	59.6	431	174	0	4	1296	107	537	1.20E-150	529.6	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1016-augustus_masked-AID_2-6438	gnl|TC-DB|Q2MDH1|2.A.1.1.67	53.3	433	199	1	1	1290	94	526	9.80E-140	493.4	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1017-augustus_masked-AID_2-6438	gnl|TC-DB|P39924|2.A.1.1.110	86.2	94	10	1	1	282	1	91	2.20E-44	174.5	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1017-augustus_masked-AID_2-6438	gnl|TC-DB|P54854|2.A.1.1.107	70.2	94	28	0	1	282	1	94	4.10E-35	143.7	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1018-augustus_masked-AID_2-6438	gnl|TC-DB|P39981|2.A.18.6.20	93.4	483	29	1	1	1449	1	480	7.10E-258	885.9	Vacuolar amino acid transporter 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AVT2 PE=2 SV=1
1028-augustus_masked-CPQ_4-15294	gnl|TC-DB|Q12675|3.A.3.8.5	94.4	1613	89	1	1	4839	1	1612	0	3034.2	Probable phospholipid-transporting ATPase DNF2 (EC 3.6.3.1) - Saccharomyces cerevisiae (Baker's yeast)
1028-augustus_masked-CPQ_4-15294	gnl|TC-DB|P32660|3.A.3.8.4	68.1	1607	452	17	43	4818	4	1565	0	2176.4	Probable phospholipid-transporting ATPase DNF1 (EC 3.6.3.1) - Saccharomyces cerevisiae (Baker's yeast)
1030-augustus_masked-CPQ_4-15294	gnl|TC-DB|P35179|3.A.5.8.1	96.2	80	3	0	1	240	1	80	1.40E-36	148.3	Protein transport protein SEC61 gamma subunit - Saccharomyces cerevisiae (Baker's yeast).
1034-augustus_masked-CPM_4-14876	gnl|TC-DB|P38717|9.B.198.1.2	92.4	1230	93	1	1	3690	1	1229	0	2182.9	Membrane-anchored lipid-binding protein SIP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIP3 PE=1 SV=1
1036-augustus_masked-CNP_1-20000	gnl|TC-DB|P40897|2.A.67.1.3	98.2	457	8	0	1	1371	343	799	3.70E-272	933.3	HYPOTHETICAL 91.6 KDA PROTEIN IN HXT8-CRT1 INTERGENIC REGION - Saccharomyces cerevisiae (Baker's yeast).
1036-augustus_masked-CNP_1-20000	gnl|TC-DB|O14031|2.A.67.1.5	52.3	453	211	4	19	1368	401	851	2.80E-139	491.9	Uncharacterized oligopeptide transporter C29B12.10c OS=Schizosaccharomyces pombe GN=SPAC29B12.10c PE=1 SV=1
1057-augustus_masked-BRK_4-4772	gnl|TC-DB|P25694|3.A.16.1.2	51	149	70	1	541	987	213	358	6.50E-37	151.4	Cell division control protein 48 - Saccharomyces cerevisiae (Baker's yeast).
1057-augustus_masked-BRK_4-4772	gnl|TC-DB|C6KT34|3.A.16.1.3	49	149	73	1	541	987	206	351	2.50E-36	149.4	Cell division cycle protein 48 homologue, putative OS=Plasmodium falciparum (isolate 3D7) GN=PFF0940c PE=3 SV=1
1057-augustus_masked-BRK_4-4772	gnl|TC-DB|P40341|3.A.29.1.1	46.7	150	78	2	541	987	347	495	2.00E-30	129.8	Mitochondrial respiratory chain complexes assembly protein YTA12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YTA12 PE=1 SV=2
1057-augustus_masked-BRK_4-4772	gnl|TC-DB|Q9N3T5|3.A.29.1.2	45.7	151	79	3	541	987	292	441	4.50E-30	128.6	AFG3-like protein spg-7 OS=Caenorhabditis elegans OX=6239 GN=spg-7 PE=3 SV=2
1057-augustus_masked-BRK_4-4772	gnl|TC-DB|Q13608|3.A.20.1.1	45.2	155	82	3	523	987	698	849	2.90E-29	125.9	Peroxisome assembly factor 2 OS=Homo sapiens GN=PEX6 PE=1 SV=2
1061-augustus_masked-BCB_3-14860	gnl|TC-DB|P13181|2.A.1.1.6	48.7	191	30	2	1	369	362	552	2.70E-41	164.9	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1062-augustus_masked-CMG_6-37743	gnl|TC-DB|P40100|9.A.26.1.3	53.6	291	134	1	28	897	11	301	4.20E-81	298.1	Uncharacterized protein YER185W - Saccharomyces cerevisiae (Baker's yeast).
1064-augustus_masked-CMG_6-37743	gnl|TC-DB|P53048|2.A.1.1.11	80.6	614	85	2	1	1740	1	614	1.70E-282	968	General alpha-glucoside permease - Saccharomyces cerevisiae (Baker's yeast).
1064-augustus_masked-CMG_6-37743	gnl|TC-DB|P15685|2.A.1.1.10	49.6	615	257	7	1	1710	1	607	8.50E-165	577	Maltose permease MAL6T (Maltose transport protein MAL6T) - Saccharomyces cerevisiae (Baker's yeast).
1076-augustus_masked-AHL_3-7997	gnl|TC-DB|P38077|3.A.2.1.3	97.5	280	7	0	1	840	32	311	2.70E-148	521.2	ATP synthase gamma chain, mitochondrial precursor (EC 3.6.1.34) - Saccharomyces cerevisiae (Baker's yeast).
1077-augustus_masked-AHL_3-7997	gnl|TC-DB|P38224|1.A.81.1.1	97	298	9	0	1	894	1	298	2.20E-156	548.1	Factor-induced gene 1 protein - Saccharomyces cerevisiae (Baker's yeast).
1078-augustus_masked-AHL_3-7997	gnl|TC-DB|P38225|4.C.1.1.2	96.3	669	25	0	1	2007	1	669	0	1328.5	PROBABLE LONG-CHAIN FATTY ACID TRANSPORT PROTEIN - Saccharomyces cerevisiae (Baker's yeast).
1080-augustus_masked-AHL_3-7997	gnl|TC-DB|P38227|2.A.1.2.43	93.9	689	42	0	1	2067	1	689	0	1255.7	Uncharacterized transporter YBR043C OS=Saccharomyces cerevisiae GN=YBR043C PE=1 SV=1
1084-augustus_masked-BEE_6-12017	gnl|TC-DB|P32568|3.A.1.205.2	69.8	325	91	3	1	972	633	951	2.00E-134	475.3	SNQ2 protein - Saccharomyces cerevisiae (Baker's yeast).
1091-augustus_masked-AIE_1-5054	gnl|TC-DB|P54854|2.A.1.1.107	91.2	567	50	0	1	1701	1	567	1.70E-303	1037.7	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1091-augustus_masked-AIE_1-5054	gnl|TC-DB|P39924|2.A.1.1.110	90.1	567	53	1	1	1701	1	564	2.20E-303	1037.3	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1091-augustus_masked-AIE_1-5054	gnl|TC-DB|P39004|2.A.1.1.31	63.2	497	182	1	139	1629	52	547	4.20E-185	644.4	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1091-augustus_masked-AIE_1-5054	gnl|TC-DB|P13181|2.A.1.1.6	59.4	535	212	2	37	1629	20	553	2.80E-184	641.7	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1091-augustus_masked-AIE_1-5054	gnl|TC-DB|P32467|2.A.1.1.30	58.1	515	215	1	85	1629	40	553	2.90E-178	621.7	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1091-augustus_masked-AIE_1-5054	gnl|TC-DB|P32465|2.A.1.1.108	56.8	514	219	2	88	1629	37	547	9.50E-177	616.7	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1091-augustus_masked-AIE_1-5054	gnl|TC-DB|P54862|2.A.1.1.105	53.7	542	242	4	7	1626	10	544	7.80E-171	597	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1091-augustus_masked-AIE_1-5054	gnl|TC-DB|P43581|2.A.1.1.5	55.5	497	220	1	136	1626	35	530	2.50E-169	592	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1091-augustus_masked-AIE_1-5054	gnl|TC-DB|P23585|2.A.1.1.111	53.8	526	242	1	49	1626	13	537	1.80E-167	585.9	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1091-augustus_masked-AIE_1-5054	gnl|TC-DB|Q2MDH1|2.A.1.1.67	51	529	247	5	46	1620	6	526	1.10E-159	560.1	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1099-augustus_masked-CQS_4-6414	gnl|TC-DB|Q12412|2.A.92.1.8	92.9	522	37	0	1	1566	1	522	7.40E-285	975.7	Protein PNS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PNS1 PE=1 SV=1
1101-augustus_masked-CQS_4-6414	gnl|TC-DB|Q12125|3.A.21.1.1	94.2	312	18	0	1	936	1	312	4.70E-170	593.6	Golgi to ER traffic protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET4 PE=1 SV=1
1102-augustus_masked-ANR_2-7082	gnl|TC-DB|P32319|9.A.63.1.1	73.9	280	73	0	1	840	1228	1507	2.00E-126	448.7	Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1
1110-augustus_masked-YAE-4724	gnl|TC-DB|P43548|2.A.3.10.14	94.1	558	33	0	1	1674	1	558	3.10E-305	1043.5	General amino acid permease AGP3 - Saccharomyces cerevisiae (Baker's yeast).
1130-augustus_masked-AQA_4-7340	gnl|TC-DB|Q12436|2.A.5.1.14	89.7	281	29	0	1	843	142	422	5.40E-141	496.9	Zinc-regulated transporter 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZRT2 PE=1 SV=1
1130-augustus_masked-AQA_4-7340	gnl|TC-DB|P32804|2.A.5.1.1	50.6	158	76	1	370	843	221	376	1.90E-40	162.9	ZRT1 PROTEIN - Saccharomyces cerevisiae (Baker's yeast).
1130-augustus_masked-AQA_4-7340	gnl|TC-DB|AMD82963.1|2.A.5.1.16	50.3	157	76	2	373	843	198	352	7.80E-39	157.5	zinc transporter protein ZIP1 [Russula atropurpurea]
1130-augustus_masked-AQA_4-7340	gnl|TC-DB|O94639|2.A.5.1.8	48.4	161	75	2	370	843	253	408	2.30E-38	156	Zinc-regulated transporter 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=zrt1 PE=1 SV=1
1134-augustus_masked-CGE_5-5798	gnl|TC-DB|P40474|2.A.1.2.31	66.1	528	168	2	43	1626	18	534	7.20E-193	670.2	Uncharacterized transporter YIL121W - Saccharomyces cerevisiae (Baker's yeast).
1137-augustus_masked-CQS_4-6376	gnl|TC-DB|P32319|9.A.63.1.1	80.4	230	45	0	1	690	707	936	2.90E-111	397.9	Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1
1145-augustus_masked-ASV_1-19156	gnl|TC-DB|P33335|2.A.1.3.54	95.6	229	10	0	1	687	315	543	4.30E-120	427.2	Protein SGE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGE1 PE=1 SV=1
