"panID"	"ID"	"pident"	"length"	"mismatch"	"gapopen"	"qstart"	"qend"	"sstart"	"send"	"evalues"	"bitscore"	"ec"	"annotation"
"YMR056C"	"gnl|TC-DB|P05141|2.A.29.1.1"	53.4	292	128	5	13	300	8	295	4.7e-77	284.6	"2.A.29.1.1"	"ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=6"
"YMR056C"	"gnl|TC-DB|P12236|2.A.29.1.10"	52.2	299	135	5	9	303	4	298	4.7e-77	284.6	"2.A.29.1.10"	"ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4"
"YMR056C"	"gnl|TC-DB|P12235|2.A.29.1.2"	54.5	290	122	6	16	300	11	295	1.4e-76	283.1	"2.A.29.1.2"	"ADP,ATP carrier protein, heart/skeletal muscle isoform T1 (ADP/ATP translocase 1) (Adenine nucleotide translocator 1) (ANT 1) - Homo sapiens (Human)."
"YMR056C"	"gnl|TC-DB|Q9H0C2|2.A.29.1.8"	53.1	292	131	5	11	300	18	305	5.7e-75	277.7	"2.A.29.1.8"	"ADP/ATP translocase 4 OS=Homo sapiens GN=SLC25A31 PE=1 SV=1"
"YMR058W"	"gnl|TC-DB|P38993|2.A.108.1.1"	100	636	0	0	1	636	1	636	0	1311.2	"2.A.108.1.1"	"IRON TRANSPORT MULTICOPPER OXIDASE FET3 PRECURSOR (EC 1.-.-.-) - Saccharomyces cerevisiae (Baker's yeast)."
"YMR058W"	"gnl|TC-DB|P43561|2.A.108.1.4"	47.5	613	294	11	17	609	14	618	8.2e-161	563.9	"2.A.108.1.4"	"Iron transport multicopper oxidase FET5 precursor (EC 1.-.-.-) - Saccharomyces cerevisiae (Baker's yeast)."
"YMR060C"	"gnl|TC-DB|P50110|1.B.33.3.1"	100	327	0	0	1	327	1	327	3.8e-170	594	"1.B.33.3.1"	"Mitochondrial import receptor subunit TOM37 (Mitochondrial 37 kDa outer membrane protein) (MAS37 protein) (Translocase of outer membrane 37 kDa subunit) - Saccharomyces cerevisiae (Baker's yeast)."
"YMR071C"	"gnl|TC-DB|E7NLH4|1.A.55.4.2"	92.7	82	5	1	1	81	1	82	4.5e-34	141	"1.A.55.4.2"	"Tvp18p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_3598 PE=4 SV=1"
"YMR088C"	"gnl|TC-DB|Q04301|2.A.1.48.1"	100	562	0	0	1	562	1	562	0	1080.9	"2.A.1.48.1"	"Hypothetical transport protein YMR088C - Saccharomyces cerevisiae (Baker's yeast)."
"YMR089C"	"gnl|TC-DB|P40341|3.A.29.1.1"	100	825	0	0	1	825	1	825	0	1462.2	"3.A.29.1.1"	"Mitochondrial respiratory chain complexes assembly protein YTA12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YTA12 PE=1 SV=2"
"YMR089C"	"gnl|TC-DB|P39925|3.A.29.1.1"	59.1	638	238	6	177	800	118	746	2e-207	719.2	"3.A.29.1.1"	"Mitochondrial respiratory chain complexes assembly protein AFG3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AFG3 PE=1 SV=1"
"YMR089C"	"gnl|TC-DB|Q9N3T5|3.A.29.1.2"	52.1	618	273	8	190	792	130	739	1.3e-166	583.6	"3.A.29.1.2"	"AFG3-like protein spg-7 OS=Caenorhabditis elegans OX=6239 GN=spg-7 PE=3 SV=2"
"YMR116C"	"gnl|TC-DB|P38011|8.A.92.1.3"	100	319	0	0	1	319	1	319	1.5e-147	518.8	"8.A.92.1.3"	"Guanine nucleotide-binding protein subunit beta-like protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASC1 PE=1 SV=4"
"YMR129W"	"gnl|TC-DB|P39685|1.I.1.1.1"	100	1337	0	0	1	1337	1	1337	0	2664.8	"1.I.1.1.1"	"Nucleoporin POM152 - Saccharomyces cerevisiae (Baker's yeast)."
"YMR149W"	"gnl|TC-DB|Q02795|9.B.142.3.14"	100	286	0	0	1	286	1	286	8.8e-155	542.7	"9.B.142.3.14"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SWP1 PE=1 SV=1"
"YMR153W"	"gnl|TC-DB|Q03790|1.I.1.1.1"	100	475	0	0	1	475	1	475	2e-260	894.4	"1.I.1.1.1"	"Nucleoporin NUP53 - Saccharomyces cerevisiae (Baker's yeast)."
"YMR162C"	"gnl|TC-DB|Q12674|3.A.3.8.20"	100	1656	0	0	1	1656	1	1656	0	3254.9	"3.A.3.8.20"	"Probable phospholipid-transporting ATPase DNF3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DNF3 PE=1 SV=1"
"YMR177W"	"gnl|TC-DB|Q08970|2.A.4.1.6"	60.1	336	133	1	145	479	114	449	1.9e-115	412.9	"2.A.4.1.6"	"Mitochondrial metal transporter 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MMT2 PE=1 SV=2"
"YMR183C"	"gnl|TC-DB|P32867|8.A.91.1.5"	72.5	236	59	2	1	235	1	231	5.2e-86	314.3	"8.A.91.1.5"	"Protein SSO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSO1 PE=1 SV=2"
"YMR197C"	"gnl|TC-DB|Q04338|1.F.1.1.2"	100	217	0	0	1	217	1	217	2.2e-105	378.3	"1.F.1.1.2"	"t-SNARE VTI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTI1 PE=1 SV=3"
"YMR202W"	"gnl|TC-DB|B9W6N1|8.A.63.1.3"	57.8	218	84	4	7	220	3	216	1.5e-64	242.7	"8.A.63.1.3"	"C-8 sterol isomerase, putative OS=Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) GN=CD36_00750 PE=4 SV=1"
"YMR202W"	"gnl|TC-DB|831330900|8.A.63.1.2"	58.3	139	58	0	82	220	55	193	1.9e-40	162.5	"8.A.63.1.2"	"ERG2 and sigma1 receptor-like protein [Trichosporon oleaginosus]"
"YMR203W"	"gnl|TC-DB|P23644|3.A.8.1.1"	100	387	0	0	1	387	1	387	4.6e-223	770	"3.A.8.1.1"	"Mitochondrial import receptor subunit TOM40 (Mitochondrial import- site-protein ISP42) (Translocase of outer membrane 40 kDa subunit) - Saccharomyces cerevisiae (Baker's yeast)."
"YMR203W"	"gnl|TC-DB|P23644|1.B.8.2.1"	100	387	0	0	1	387	1	387	4.6e-223	770	"1.B.8.2.1"	"Mitochondrial import receptor subunit TOM40 (Mitochondrial import- site-protein ISP42) (Translocase of outer membrane 40 kDa subunit) - Saccharomyces cerevisiae (Baker's yeast)."
"YMR241W"	"gnl|TC-DB|Q04013|2.A.29.29.1"	100	314	0	0	1	314	1	314	1.1e-182	635.6	"2.A.29.29.1"	"Mitochondrial DNA replication protein YHM2 OS=Saccharomyces cerevisiae GN=YHM2 PE=1 SV=1"
"YMR243C"	"gnl|TC-DB|P20107|2.A.4.2.2"	100	442	0	0	1	442	1	442	1.8e-231	798.1	"2.A.4.2.2"	"ZINC/CADMIUM RESISTANCE PROTEIN - Saccharomyces cerevisiae (Baker's yeast)."
"YMR243C"	"gnl|TC-DB|P32798|2.A.4.2.1"	58	457	147	5	5	442	6	436	1.2e-121	433.3	"2.A.4.2.1"	"COBALT UPTAKE PROTEIN COT1 - Saccharomyces cerevisiae (Baker's yeast)."
"YMR256C"	"gnl|TC-DB|P10174|3.D.4.8.1"	100	60	0	0	1	60	1	60	2.1e-29	124	"3.D.4.8.1"	"Cytochrome c oxidase subunit 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX7 PE=1 SV=3"
"YMR266W"	"gnl|TC-DB|J5PL79|1.A.17.5.8"	80.3	958	183	3	1	953	1	957	0	1509.2	"1.A.17.5.8"	"RSN1-like protein OS=Saccharomyces kudriavzevii (strain ATCC MYA-4449 / AS 2.2408 / CBS 8840 / NBRC 1802 / NCYC 2889) GN=YMR266W PE=4 SV=1"
"YMR274C"	"gnl|TC-DB|Q03530|9.B.1.2.1"	100	315	0	0	1	315	1	315	1.2e-181	632.1	"9.B.1.2.1"	"CAAX prenyl protease 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RCE1 PE=1 SV=1"
"YMR279C"	"gnl|TC-DB|Q03263|2.A.1.3.69"	100	540	0	0	1	540	1	540	6.7e-305	1042.3	"2.A.1.3.69"	"Uncharacterized transporter YMR279C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR279C PE=1 SV=1"
"YMR279C"	"gnl|TC-DB|P13090|2.A.1.3.1"	60	498	194	1	33	525	27	524	1.1e-174	609.8	"2.A.1.3.1"	"Aminotriazole resistance protein - Saccharomyces cerevisiae (Baker's yeast)."
"YMR293C"	"gnl|TC-DB|Q9MUK5|3.A.9.1.1"	45.7	129	67	1	78	206	97	222	2.4e-24	110.2	"3.A.9.1.1"	"Toc64 - Pisum sativum (Garden pea)."
"YMR301C"	"gnl|TC-DB|P40416|3.A.1.210.1"	100	690	0	0	1	690	1	690	0	1338.9	"3.A.1.210.1"	"Mitochondrial transporter ATM1 precursor - Saccharomyces cerevisiae (Baker's yeast)."
"YMR301C"	"gnl|TC-DB|Q9LVM1|3.A.1.210.8"	50.6	618	278	8	86	685	118	726	4.5e-165	578.2	"3.A.1.210.8"	"ABC transporter-like protein - Arabidopsis thaliana (Mouse-ear cress)."
"YMR301C"	"gnl|TC-DB|O75027|3.A.1.210.4"	49.7	593	287	4	90	674	119	708	1.7e-164	576.2	"3.A.1.210.4"	"ATP-binding cassette, sub-family B, member 7, mitochondrial precursor (ATP-binding cassette transporter 7) (ABC transporter 7 protein) - Homo sapiens (Human)."
"YMR301C"	"gnl|TC-DB|Q1LRE9|3.A.1.210.9"	46.8	588	303	5	87	674	28	605	1.8e-145	513.1	"3.A.1.210.9"	"ABC transporter-related protein OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=Rmet_0391 PE=3 SV=1"
"YMR306W"	"gnl|TC-DB|P38631|9.B.119.1.1"	54.4	1756	742	16	9	1757	142	1845	0	1869.7	"9.B.119.1.1"	"1,3-beta-glucan synthase component FKS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FKS1 PE=1 SV=2"
"YMR319C"	"gnl|TC-DB|P40988|9.A.9.1.1"	100	552	0	0	1	552	1	552	0	1115.9	"9.A.9.1.1"	"LOW-AFFINITY FE(II) TRANSPORT PROTEIN - Saccharomyces cerevisiae (Baker's yeast)."
"YNL003C"	"gnl|TC-DB|P38921|2.A.29.18.1"	100	284	0	0	1	284	1	284	5.6e-162	566.6	"2.A.29.18.1"	"Putative mitochondrial carrier protein PET8 - Saccharomyces cerevisiae (Baker's yeast)."
"YNL003C"	"gnl|TC-DB|Q70HW3|2.A.29.18.3"	45.6	274	131	4	4	272	6	266	2.8e-60	228.8	"2.A.29.18.3"	"S-adenosylmethionine mitochondrial carrier protein OS=Homo sapiens GN=SLC25A26 PE=2 SV=1"
"YNL026W"	"gnl|TC-DB|P53969|1.B.33.3.1"	100	484	0	0	1	484	1	484	6.4e-291	995.7	"1.B.33.3.1"	"Sorting assembly machinery protein 50 - Saccharomyces cerevisiae (Baker's yeast)."
"YNL052W"	"gnl|TC-DB|P00424|3.D.4.8.1"	100	153	0	0	1	153	1	153	2.6e-84	307.8	"3.D.4.8.1"	"Cytochrome c oxidase polypeptide 5A, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX5A PE=1 SV=1"
"YNL052W"	"gnl|TC-DB|P00425|3.D.4.8.1"	63.6	154	52	2	1	153	1	151	4.1e-50	194.1	"3.D.4.8.1"	"Cytochrome c oxidase polypeptide 5B, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX5B PE=1 SV=3"
"YNL055C"	"gnl|TC-DB|P04840|1.B.8.1.1"	100	283	0	0	1	283	1	283	8.1e-161	562.8	"1.B.8.1.1"	"OUTER MITOCHONDRIAL MEMBRANE PROTEIN PORIN 1 (VOLTAGE-DEPENDENT ANION- SELECTIVE CHANNEL PROTEIN 1) (VDAC 1) - Saccharomyces cerevisiae (Baker's yeast)."
"YNL065W"	"gnl|TC-DB|P53943|2.A.1.2.36"	100	586	0	0	1	586	1	586	0	1159.4	"2.A.1.2.36"	"Probable transporter AQR1 - Saccharomyces cerevisiae (Baker's yeast)."
"YNL070W"	"gnl|TC-DB|P53507|3.A.8.1.1"	100	60	0	0	1	60	1	60	8.4e-31	128.6	"3.A.8.1.1"	"Mitochondrial import receptor subunit TOM7 (Translocase of outer membrane 7 kDa subunit) - Saccharomyces cerevisiae (Baker's yeast)."
"YNL083W"	"gnl|TC-DB|P48233|2.A.29.23.2"	92.7	441	32	0	1	441	1	441	1e-235	812.4	"2.A.29.23.2"	"Calcium-binding mitochondrial carrier SAL1 - Saccharomyces cerevisiae (Baker's yeast)."
"YNL101W"	"gnl|TC-DB|P50944|2.A.18.7.2"	100	713	0	0	1	713	1	713	0	1374.4	"2.A.18.7.2"	"Vacuolar amino acid transporter 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AVT4 PE=1 SV=1"
"YNL121C"	"gnl|TC-DB|P07213|3.A.8.1.1"	100	617	0	0	1	617	1	617	3.3e-300	1026.9	"3.A.8.1.1"	"Mitochondrial precursor proteins import receptor (70 kDa mitochondrial outer membrane protein) (Translocase of outer membrane TOM70) - Saccharomyces cerevisiae (Baker's yeast)."
"YNL131W"	"gnl|TC-DB|P49334|3.A.8.1.1"	100	152	0	0	1	152	1	152	2.2e-72	268.1	"3.A.8.1.1"	"Mitochondrial import receptor subunit TOM22 - Saccharomyces cerevisiae (Baker's yeast)."
"YNL135C"	"gnl|TC-DB|P62942|8.A.11.1.2"	58.1	105	44	0	9	113	3	107	3.1e-34	141	"8.A.11.1.2"	"Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens GN=FKBP1A PE=1 SV=2"
"YNL139C"	"gnl|TC-DB|P53552|3.A.22.1.1"	100	1597	0	0	1	1597	1	1597	0	2917.9	"3.A.22.1.1"	"THO complex subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THO2 PE=1 SV=1"
"YNL142W"	"gnl|TC-DB|P41948|1.A.11.3.2"	100	499	0	0	1	499	1	499	3.1e-296	1013.4	"1.A.11.3.2"	"AMMONIUM TRANSPORTER MEP2 - Saccharomyces cerevisiae (Baker's yeast)."
"YNL142W"	"gnl|TC-DB|Q59UP8|1.A.11.3.5"	59.3	496	181	6	1	491	1	480	2.7e-167	585.1	"1.A.11.3.5"	"Putative uncharacterized protein MEP2 OS=Candida albicans GN=MEP2 PE=4 SV=1"
"YNL142W"	"gnl|TC-DB|Q8NKD5|1.A.11.3.3"	51.9	420	194	5	27	445	24	436	7.4e-117	417.5	"1.A.11.3.3"	"Ammonium transporter - Hebeloma cylindrosporum."
"YNL142W"	"gnl|TC-DB|Q96UY0|1.A.11.3.4"	49	416	204	5	31	445	28	436	6.3e-108	387.9	"1.A.11.3.4"	"Ammonium transporter - Hebeloma cylindrosporum."
"YNL189W"	"gnl|TC-DB|O15131|1.I.1.1.3"	58.2	514	201	7	16	523	9	514	4e-31	132.9	"1.I.1.1.3"	"Importin subunit alpha-6 OS=Homo sapiens GN=KPNA5 PE=1 SV=2"
"YNL189W"	"gnl|TC-DB|O60684|1.I.1.1.3"	57.9	511	204	6	16	523	12	514	2.7e-27	120.2	"1.I.1.1.3"	"Importin subunit alpha-7 OS=Homo sapiens GN=KPNA6 PE=1 SV=1"
"YNL189W"	"gnl|TC-DB|O00629|1.I.1.1.3"	45.8	168	81	4	17	184	11	168	1.1e-25	114.8	"1.I.1.1.3"	"Importin subunit alpha-3 OS=Homo sapiens GN=KPNA4 PE=1 SV=1"
"YNL189W"	"gnl|TC-DB|O00505|1.I.1.1.3"	45.5	167	81	4	16	182	10	166	1.2e-24	111.3	"1.I.1.1.3"	"Importin subunit alpha-4 OS=Homo sapiens GN=KPNA3 PE=1 SV=2"
"YNL189W"	"gnl|TC-DB|P52294|1.I.1.1.3"	49.5	103	50	1	421	523	416	516	1.2e-22	104.8	"1.I.1.1.3"	"Importin subunit alpha-5 OS=Homo sapiens GN=KPNA1 PE=1 SV=3"
"YNL209W"	"gnl|TC-DB|P08107|1.A.33.1.3"	63.7	568	201	4	9	574	6	570	1.3e-195	679.5	"1.A.33.1.3"	"Heat shock 70 kDa protein 1 (HSP70.1) (HSP70-1/HSP70-2) - Homo sapiens (Human)."
"YNL209W"	"gnl|TC-DB|P22953|1.A.33.1.1"	57.7	581	242	4	9	586	9	588	9.9e-180	626.7	"1.A.33.1.1"	"HEAT SHOCK COGNATE 70 KDA PROTEIN 1 (HSC70.1) - Arabidopsis thaliana (Mouse-ear cress)."
"YNL209W"	"gnl|TC-DB|P11021|1.A.33.1.6"	54.7	607	265	7	10	611	31	632	1.1e-175	613.2	"1.A.33.1.6"	"78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2"
"YNL209W"	"gnl|TC-DB|P0A6Y8|1.A.33.1.2"	46.3	602	297	11	10	600	5	591	1.2e-132	470.3	"1.A.33.1.2"	"Chaperone protein dnaK - Escherichia coli."
"YNL209W"	"gnl|TC-DB|G4NXA5|1.A.33.1.4"	45.8	602	280	12	10	606	5	565	5.9e-132	468	"1.A.33.1.4"	"Chaperone protein DnaK OS=Bacillus subtilis subsp. spizizenii TU-B-10 GN=dnaK PE=3 SV=1"
"YNL209W"	"gnl|TC-DB|Q02028|3.A.9.1.1"	45.9	588	295	12	5	585	66	637	5.2e-128	454.9	"3.A.9.1.1"	"Stromal 70 kDa heat shock-related protein, chloroplast precursor - Pisum sativum (Garden pea)."
"YNL214W"	"gnl|TC-DB|P40155|3.A.20.1.5"	100	199	0	0	1	199	1	199	9.3e-111	396	"3.A.20.1.5"	"Peroxisomal membrane protein PEX17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX17 PE=1 SV=1"
"YNL237W"	"gnl|TC-DB|P53584|9.B.57.1.2"	100	459	0	0	1	459	1	459	1.2e-273	938.3	"9.B.57.1.2"	"Protein YTP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YTP1 PE=1 SV=1"
"YNL237W"	"gnl|TC-DB|G4MKH1|9.B.57.1.1"	46.2	247	124	3	175	413	189	434	2.8e-62	236.1	"9.B.57.1.1"	"Uncharacterized protein OS=Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) GN=MGG_05336 PE=4 SV=1"
"YNL242W"	"gnl|TC-DB|P53855|9.A.15.1.1"	100	1592	0	0	1	1592	1	1592	0	3073.5	"9.A.15.1.1"	"Autophagy-related protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATG2 PE=1 SV=1"
"YNL257C"	"gnl|TC-DB|P38717|9.B.198.1.2"	100	1229	0	0	1	1229	1	1229	0	2361.6	"9.B.198.1.2"	"Membrane-anchored lipid-binding protein SIP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIP3 PE=1 SV=1"
"YNL268W"	"gnl|TC-DB|P32487|2.A.3.10.10"	100	611	0	0	1	611	1	611	0	1198.3	"2.A.3.10.10"	"Lysine-specific permease - Saccharomyces cerevisiae (Baker's yeast)."
"YNL268W"	"gnl|TC-DB|P04817|2.A.3.10.4"	62.1	605	213	5	8	611	1	590	7e-210	726.9	"2.A.3.10.4"	"Arginine permease - Saccharomyces cerevisiae (Baker's yeast)."
"YNL268W"	"gnl|TC-DB|P38971|2.A.3.10.11"	63.4	535	192	3	75	607	37	569	7.8e-201	696.8	"2.A.3.10.11"	"Basic amino-acid permease - Saccharomyces cerevisiae (Baker's yeast)."
"YNL268W"	"gnl|TC-DB|P43059|2.A.3.10.20"	48.7	569	272	7	59	611	7	571	5.1e-152	534.6	"2.A.3.10.20"	"Lysine/arginine permease - Candida albicans (Yeast)."
"YNL270C"	"gnl|TC-DB|P38971|2.A.3.10.11"	100	573	0	0	1	573	1	573	0	1116.7	"2.A.3.10.11"	"Basic amino-acid permease - Saccharomyces cerevisiae (Baker's yeast)."
"YNL270C"	"gnl|TC-DB|P04817|2.A.3.10.4"	71.7	526	147	2	48	573	67	590	6.3e-221	763.5	"2.A.3.10.4"	"Arginine permease - Saccharomyces cerevisiae (Baker's yeast)."
"YNL270C"	"gnl|TC-DB|P32487|2.A.3.10.10"	63.4	535	192	3	37	569	75	607	1.6e-200	695.7	"2.A.3.10.10"	"Lysine-specific permease - Saccharomyces cerevisiae (Baker's yeast)."
"YNL270C"	"gnl|TC-DB|P43059|2.A.3.10.20"	54.7	532	225	7	48	569	42	567	3e-154	542	"2.A.3.10.20"	"Lysine/arginine permease - Candida albicans (Yeast)."
"YNL275W"	"gnl|TC-DB|P53838|2.A.31.3.2"	100	576	0	0	1	576	1	576	0	1134.4	"2.A.31.3.2"	"Hypothetical 65.0 kDa protein in MET2-SEC2 intergenic region - Saccharomyces cerevisiae (Baker's yeast)."
"YNL279W"	"gnl|TC-DB|P53835|9.B.63.1.1"	100	661	0	0	1	661	1	661	0	1234.9	"9.B.63.1.1"	"Plasma membrane fusion protein PRM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRM1 PE=1 SV=1"
"YNL291C"	"gnl|TC-DB|P41821|8.A.41.1.1"	100	548	0	0	1	548	1	548	0	1105.5	"8.A.41.1.1"	"Stretch-activated cation channel MID1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MID1 PE=1 SV=1"
"YNL294C"	"gnl|TC-DB|P48565|9.B.213.1.1"	100	533	0	0	1	533	1	533	1.5e-285	978	"9.B.213.1.1"	"pH-response regulator protein palH/RIM21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM21 PE=1 SV=1"
"YNL305C"	"gnl|TC-DB|P48558|1.A.14.3.5"	100	297	0	0	1	297	1	297	1.1e-165	578.9	"1.A.14.3.5"	"Uncharacterized vacuolar membrane protein YNL305C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNL305C PE=1 SV=1"
"YNL318C"	"gnl|TC-DB|P42833|2.A.1.1.109"	100	540	0	0	1	540	1	540	6.70000000000503e-313	1068.9	"2.A.1.1.109"	"Hexose transporter HXT14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT14 PE=1 SV=2"
"YNL321W"	"gnl|TC-DB|P42839|2.A.19.7.1"	100	908	0	0	1	908	1	908	0	1739.5	"2.A.19.7.1"	"Putative cation exchanger YNL321W - Saccharomyces cerevisiae (Baker's yeast)."
"YNL323W"	"gnl|TC-DB|P42838|8.A.27.1.1"	100	414	0	0	1	414	1	414	2.3e-249	857.4	"8.A.27.1.1"	"Hypothetical 47.4 kDa protein in EGT2-KRE1 intergenic region - Saccharomyces cerevisiae (Baker's yeast)."
"YNL328C"	"gnl|TC-DB|P42834|3.A.8.1.1"	100	146	0	0	1	146	1	146	6.4e-77	283.1	"3.A.8.1.1"	"Mitochondrial DnaJ homolog 2 - Saccharomyces cerevisiae (Baker's yeast)."
"YNL329C"	"gnl|TC-DB|P33760|3.A.20.1.5"	100	1030	0	0	1	1030	1	1030	0	2054.3	"3.A.20.1.5"	"Peroxisomal ATPase PEX6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX6 PE=1 SV=1"
"YNL329C"	"gnl|TC-DB|P46468|3.A.25.2.1"	45.3	267	132	7	706	962	899	1161	2.2e-59	227.6	"3.A.25.2.1"	"Putative cell division cycle ATPase OS=Plasmodium falciparum (isolate 3D7) GN=PF07_0047 PE=3 SV=2"
"YNR002C"	"gnl|TC-DB|P32907|2.A.96.1.7"	100	282	0	0	1	282	1	282	5.2e-160	560.1	"2.A.96.1.7"	"Ammonia transport outward protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATO2 PE=1 SV=1"
"YNR002C"	"gnl|TC-DB|P25613|2.A.96.1.4"	77.7	283	62	1	1	282	1	283	3.2e-125	444.5	"2.A.96.1.4"	"Uncharacterized protein YCR010C OS=Saccharomyces cerevisiae GN=YCR010C PE=1 SV=1"
"YNR002C"	"gnl|TC-DB|P41943|2.A.96.1.2"	54	235	107	1	41	275	32	265	4.7e-68	254.6	"2.A.96.1.2"	"GLYXOXYLATE PATHWAY REGULATOR - Yarrowia lipolytica (Candida lipolytica)."
"YNR002C"	"gnl|TC-DB|Q5B2K4|2.A.96.1.3"	47.2	218	104	4	63	269	58	275	6e-47	184.5	"2.A.96.1.3"	"Putative uncharacterized protein (Acetate permease) OS=Emericella nidulans GN=acpA PE=4 SV=1"
"YNR002C"	"gnl|TC-DB|O14201|2.A.96.1.6"	45.9	209	107	2	66	269	70	277	4.3e-45	178.3	"2.A.96.1.6"	"Meiotically up-regulated gene 86 protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=mug86 PE=1 SV=1"
"YNR013C"	"gnl|TC-DB|P27514|2.A.47.2.2"	100	894	0	0	1	894	1	894	0	1608.2	"2.A.47.2.2"	"Uncharacterized transporter YNR013C - Saccharomyces cerevisiae (Baker's yeast)."
"YNR017W"	"gnl|TC-DB|P32897|3.A.8.1.1"	100	222	0	0	1	222	1	222	1e-126	449.1	"3.A.8.1.1"	"Mitochondrial import inner membrane translocase subunit TIM23 (Mitochondrial protein import protein 3) (Mitochondrial protein import protein MAS6) (Membrane import machinery protein MIM23) - Saccharomyces cerevisiae (Baker's yeast)."
"YNR039C"	"gnl|TC-DB|P53735|2.A.4.4.1"	100	605	0	0	1	605	1	605	0	1104.4	"2.A.4.4.1"	"Protein ZRG17 - Saccharomyces cerevisiae (Baker's yeast)."
"YNR048W"	"gnl|TC-DB|P53740|8.A.27.1.7"	100	393	0	0	1	393	1	393	4.6e-231	796.6	"8.A.27.1.7"	"Probable phospholipid translocase non-catalytic subunit CRF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNR048W PE=1 SV=1"
"YNR048W"	"gnl|TC-DB|P25656|8.A.27.1.2"	56.4	392	169	2	3	393	1	391	2.4e-131	465.3	"8.A.27.1.2"	"Cell division control protein 50 - Saccharomyces cerevisiae (Baker's yeast)."
"YNR055C"	"gnl|TC-DB|P53389|2.A.1.2.33"	100	586	0	0	1	586	1	586	0	1196	"2.A.1.2.33"	"Protein HOL1 - Saccharomyces cerevisiae (Baker's yeast)."
"YNR056C"	"gnl|TC-DB|P53744|2.A.3.4.4"	100	561	0	0	1	561	1	561	0	1105.9	"2.A.3.4.4"	"7-keto 8-aminopelargonic acid transported (KAPA transporter) - Saccharomyces cerevisiae (Baker's yeast)."
"YNR060W"	"gnl|TC-DB|P36033|5.B.1.5.3"	54.9	723	300	5	6	719	6	711	1.6e-229	792.3	"5.B.1.5.3"	"Ferric/cupric reductase transmembrane component 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FRE2 PE=1 SV=1"
"YNR065C"	"gnl|TC-DB|P32319|9.A.63.1.1"	77.9	1048	221	3	1	1047	467	1504	0	1725.3	"9.A.63.1.1"	"Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1"
