"SGD_ID"	"Systematic_name"	"Organism"	"Standard_name"	"name"	"Brif description"	"Description"	"Qualifier"	"Function summary"	"Phenotype summary"	"panID"	"collapsed_sign"	"Remark"	"panID_b"	"AAlength_b"	"panID_p"	"AAlength_p"	"CHECK"
"S000028624"	"YER158W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"3488-YER159C_NumOfGenes_2"	NA	"find panID based blast"	"3488-YER159C_NumOfGenes_2"	"57"	"3488-YER159C_NumOfGenes_2"	"57"	TRUE
"S000028626"	"YER190C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF YRF1-2/YER190W; identified by gene-trapping, expression analysis, and homology"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"27"	"662-snap_masked-643-BBP_3"	"18"	FALSE
"S000028627"	"YER190C-B"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028628"	"YFL013W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps IES1/YFL013C; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"3534-YFL013C_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"3534-YFL013C_NumOfGenes_2"	"237"	"3534-YFL013C_NumOfGenes_2"	"237"	TRUE
"S000028629"	"YFL031C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps HAC1/YFL031W; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"3553-YFL031W_NumOfGenes_3"	NA	"find panID based blast"	"3553-YFL031W_NumOfGenes_3"	"34"	"3553-YFL031W_NumOfGenes_3"	"34"	TRUE
"S000028633"	"YGL063C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame unlikely to encode a functional protein"	"Dubious open reading frame unlikely to encode a functional protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"3710-YGL063W_NumOfGenes_2"	NA	"find panID based blast"	"3710-YGL063W_NumOfGenes_2"	"50"	"3710-YGL063W_NumOfGenes_2"	"50"	TRUE
"S000028634"	"YGL123C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene RPS2/YGL123W"	"Dubious"	NA	NA	"3767-YGL123W_NumOfGenes_2"	NA	"find panID based blast"	"3767-YGL123W_NumOfGenes_2"	"77"	"3767-YGL123W_NumOfGenes_2"	"77"	TRUE
"S000028637"	"YGR068W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with the uncharacterized ORF YGR068C"	"Dubious"	NA	NA	"3968-YGR068C_NumOfGenes_2"	NA	"find panID based blast"	"3968-YGR068C_NumOfGenes_2"	"32"	"3968-YGR068C_NumOfGenes_2"	"32"	TRUE
"S000028641"	"YGR270C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF YTA7/YGR270W"	"Dubious"	NA	NA	"4169-YGR270W_NumOfGenes_2"	NA	"find panID based blast"	"4169-YGR270W_NumOfGenes_2"	"73"	"4169-YGR270W_NumOfGenes_2"	"73"	TRUE
"S000028642"	"YGR296C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps TEL07R"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"27"	"662-snap_masked-643-BBP_3"	"18"	FALSE
"S000028643"	"YGR296C-B"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; contained completely within TEL07R"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028644"	"YHL050W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028647"	"YHR052W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CUP1-1"	"Dubious"	NA	NA	"4306-YHR055C_NumOfGenes_4"	NA	"find panID based blast"	"4306-YHR055C_NumOfGenes_4"	"56"	"4306-YHR055C_NumOfGenes_4"	"56"	TRUE
"S000028648"	"YHR054W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CUP1-2"	"Dubious"	NA	NA	"4306-YHR055C_NumOfGenes_4"	NA	"find panID based blast"	"4306-YHR055C_NumOfGenes_4"	"56"	"4306-YHR055C_NumOfGenes_4"	"56"	TRUE
"S000028649"	"YHR137C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene ARO9/YHR137W; identified by gene-trapping, expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"4395-YHR137W_NumOfGenes_2"	NA	"find panID based blast"	"4395-YHR137W_NumOfGenes_2"	"217"	"4395-YHR137W_NumOfGenes_2"	"217"	TRUE
"S000028650"	"YHR212W-A"	"S. cerevisiae"	NA	NA	"Pseudogenic fragment with similarity to flocculins"	"Pseudogenic fragment with similarity to flocculins; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YHR212W-A has a paralog, YAR061W, that arose from a segmental duplication"	"Uncharacterized"	"Protein whose biological role is unknown; localizes to the endoplasmic reticulum|uniprot_proteome=UP000002311"	NA	"4473-YHR213W_NumOfGenes_5"	"collapse"	"find panID based on not collapsed gene"	"601-snap_masked-2806-CPI_4"	"64"	"601-snap_masked-2806-CPI_4"	"64"	TRUE
"S000028654"	"YHR214C-E"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"1869-YAR070C_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"1869-YAR070C_NumOfGenes_2"	"100"	"1869-YAR070C_NumOfGenes_2"	"100"	TRUE
"S000028655"	"YHR219C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame unlikely to encode a functional protein"	"Dubious open reading frame unlikely to encode a functional protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028656"	"YIL021C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene RPB3/YIL021W; identified by gene-trapping, expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"4504-YIL021W_NumOfGenes_2"	NA	"find panID based blast"	"4504-YIL021W_NumOfGenes_2"	"90"	"4504-YIL021W_NumOfGenes_2"	"90"	TRUE
"S000028657"	"YIL105W-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; completely overlaps the verified gene SLM1; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; mRNA identified as translated by ribosome profiling data"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"4586-YIL105C_NumOfGenes_2"	NA	"find panID based blast"	"4586-YIL105C_NumOfGenes_2"	"47"	"4586-YIL105C_NumOfGenes_2"	"47"	TRUE
"S000028658"	"YIL177W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YIL177C"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028659"	"YJL020W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene YJL020C/BBC1"	"Dubious"	NA	NA	"4718-YJL020C_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"4718-YJL020C_NumOfGenes_2"	"86"	"4718-YJL020C_NumOfGenes_2"	"86"	TRUE
"S000028660"	"YJL026C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene YJL026W/RNR2"	"Dubious"	NA	NA	"4722-YJL026W_NumOfGenes_2"	NA	"find panID based blast"	"4722-YJL026W_NumOfGenes_2"	"74"	"4722-YJL026W_NumOfGenes_2"	"74"	TRUE
"S000028663"	"YJL222W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"6794-YNR075C-A_NumOfGenes_4"	"collapse"	"find panID based on not collapsed gene"	"5292-YKL223W_NumOfGenes_4"	"71"	"521-maker-677-YCN"	"21"	FALSE
"S000028665"	"YJL225W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YJL225C"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028666"	"YJR140W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene HIR3; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"5047-YJR140C_NumOfGenes_2"	NA	"find panID based blast"	"5047-YJR140C_NumOfGenes_2"	"50"	"5047-YJR140C_NumOfGenes_2"	"50"	TRUE
"S000028668"	"YKL156C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene RPS27A; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"5228-YKL156W_NumOfGenes_2"	NA	"find panID based blast"	"5228-YKL156W_NumOfGenes_2"	"39"	"5228-YKL156W_NumOfGenes_2"	"39"	TRUE
"S000028669"	"YKR075W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame unlikely to encode a protein"	"Dubious open reading frame unlikely to encode a protein; completely overlaps the uncharacterized gene YKR075C; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"5367-YKR075C_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"5367-YKR075C_NumOfGenes_2"	"90"	"5367-YKR075C_NumOfGenes_2"	"90"	TRUE
"S000028670"	"YLL019W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene KNS1"	"Dubious"	NA	NA	"5420-YLL019C_NumOfGenes_2"	NA	"find panID based blast"	"5420-YLL019C_NumOfGenes_2"	"31"	"5420-YLL019C_NumOfGenes_2"	"31"	TRUE
"S000028671"	"YLL066W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized ORF YLL066C"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028673"	"YLL067W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps YLL067C"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028675"	"YLR154W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; encoded within the 25S rRNA gene on the opposite strand"	"Dubious"	NA	NA	"7841-RDN25-1_NumOfGenes_5"	NA	"find panID based blast"	"7841-RDN25-1_NumOfGenes_5"	"62"	"7841-RDN25-1_NumOfGenes_5"	"62"	TRUE
"S000028676"	"YLR154W-E"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; encoded within the 35S rRNA gene on the opposite strand"	"Dubious"	NA	NA	"7843-RDN58-1_NumOfGenes_2"	NA	"find panID based blast"	"7843-RDN58-1_NumOfGenes_2"	"46"	"7843-RDN58-1_NumOfGenes_2"	"46"	TRUE
"S000028677"	"YLR157W-D"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; YLR157W-D has a paralog, YLR161W, that arose from a segmental duplication"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"5620-YLR161W_NumOfGenes_5"	"collapse"	"find panID based on not collapsed gene"	"5620-YLR161W_NumOfGenes_5"	"70"	"5620-YLR161W_NumOfGenes_5"	"70"	TRUE
"S000028678"	"YLR157W-E"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function identified by gene-trapping"	"Putative protein of unknown function identified by gene-trapping; microarray-based expression analysis, and genome-wide homology searching; partially overlaps a Ty1 element"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"5620-YLR161W_NumOfGenes_5"	"collapse"	"find panID based on not collapsed gene"	"5620-YLR161W_NumOfGenes_5"	"46"	"5620-YLR161W_NumOfGenes_5"	"46"	TRUE
"S000028679"	"YLR286W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene CTS1"	"Dubious"	NA	NA	"5744-YLR286C_NumOfGenes_2"	NA	"find panID based blast"	"5744-YLR286C_NumOfGenes_2"	"45"	"5744-YLR286C_NumOfGenes_2"	"45"	TRUE
"S000028680"	"YLR299C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene ECM38"	"Dubious"	NA	NA	"5758-YLR299W_NumOfGenes_2"	NA	"find panID based blast"	"5758-YLR299W_NumOfGenes_2"	"31"	"5758-YLR299W_NumOfGenes_2"	"31"	TRUE
"S000028681"	"YLR347W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified ORF KAP95/YLR347C"	"Dubious"	NA	NA	"5804-YLR347C_NumOfGenes_2"	NA	"find panID based blast"	"5804-YLR347C_NumOfGenes_2"	"47"	"5804-YLR347C_NumOfGenes_2"	"47"	TRUE
"S000028682"	"YLR399W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the characterized ORF BDF1/YLR399C"	"Dubious"	NA	NA	"5856-YLR399C_NumOfGenes_3"	NA	"find panID based blast"	"5856-YLR399C_NumOfGenes_3"	"35"	"5856-YLR399C_NumOfGenes_3"	"35"	TRUE
"S000028684"	"YLR437C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF CAR2/YLR438W"	"Dubious"	NA	NA	"5897-YLR438W_NumOfGenes_2"	NA	"find panID based blast"	"5897-YLR438W_NumOfGenes_2"	"62"	"5897-YLR438W_NumOfGenes_2"	"62"	TRUE
"S000028685"	"YLR466C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YRF1-4/YLR466W"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028687"	"YLR467C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YRF1-4/YLR466W"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028689"	"YML133W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized ORF YML133C"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"27"	"662-snap_masked-643-BBP_3"	"18"	FALSE
"S000028690"	"YML133W-B"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized ORF YML133C"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028695"	"YMR272W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene SCS7/YMR272C"	"Dubious"	NA	NA	"6341-YMR272C_NumOfGenes_2"	NA	"find panID based blast"	"6341-YMR272C_NumOfGenes_2"	"38"	"6341-YMR272C_NumOfGenes_2"	"38"	TRUE
"S000028700"	"YNL097W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene PHO23/YNL097C"	"Dubious"	NA	NA	"6489-YNL097C_NumOfGenes_2"	NA	"find panID based blast"	"6489-YNL097C_NumOfGenes_2"	"52"	"6489-YNL097C_NumOfGenes_2"	"52"	TRUE
"S000028702"	"YNL144W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YNL144C"	"Dubious"	NA	NA	"6535-YNL144C_NumOfGenes_2"	NA	"find panID based blast"	"6535-YNL144C_NumOfGenes_2"	"28"	"6535-YNL144C_NumOfGenes_2"	"28"	TRUE
"S000028703"	"YNL339W-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"27"	"662-snap_masked-643-BBP_3"	"18"	FALSE
"S000028704"	"YNL339W-B"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028705"	"YNR003W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene RPC34/YNR003C"	"Dubious"	NA	NA	"6722-YNR003C_NumOfGenes_2"	NA	"find panID based blast"	"6722-YNR003C_NumOfGenes_2"	"33"	"6722-YNR003C_NumOfGenes_2"	"33"	TRUE
"S000028711"	"YOR108C-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"7073-YOR108W_NumOfGenes_2"	NA	"find panID based blast"	"7073-YOR108W_NumOfGenes_2"	"70"	"7073-YOR108W_NumOfGenes_2"	"70"	TRUE
"S000028713"	"YOR161W-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"7122-YOR161C_NumOfGenes_3"	"collapse"	"find panID based on not collapsed gene"	"7122-YOR161C_NumOfGenes_3"	"27"	"7122-YOR161C_NumOfGenes_3"	"27"	TRUE
"S000028714"	"YOR161W-B"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"7122-YOR161C_NumOfGenes_3"	"collapse"	"find panID based on not collapsed gene"	"7122-YOR161C_NumOfGenes_3"	"87"	"7122-YOR161C_NumOfGenes_3"	"87"	TRUE
"S000028715"	"YOR186C-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"7147-YOR186W_NumOfGenes_2"	NA	"find panID based blast"	"7147-YOR186W_NumOfGenes_2"	"70"	"7147-YOR186W_NumOfGenes_2"	"70"	TRUE
"S000028716"	"YOR231C-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"7190-YOR231W_NumOfGenes_2"	NA	"find panID based blast"	"7190-YOR231W_NumOfGenes_2"	"67"	"7190-YOR231W_NumOfGenes_2"	"67"	TRUE
"S000028717"	"YOR335W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene ALA1/YOR335C"	"Dubious"	NA	NA	"7294-YOR335C_NumOfGenes_2"	NA	"find panID based blast"	"7294-YOR335C_NumOfGenes_2"	"27"	"7294-YOR335C_NumOfGenes_2"	"27"	TRUE
"S000028719"	"YOR396C-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028720"	"YPL135C-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"7484-YPL135W_NumOfGenes_2"	NA	"find panID based blast"	"7484-YPL135W_NumOfGenes_2"	"58"	"7484-YPL135W_NumOfGenes_2"	"58"	TRUE
"S000028722"	"YPL222C-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"7570-YPL222W_NumOfGenes_2"	NA	"find panID based blast"	"7570-YPL222W_NumOfGenes_2"	"82"	"7570-YPL222W_NumOfGenes_2"	"82"	TRUE
"S000028723"	"YPL283W-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"27"	"662-snap_masked-643-BBP_3"	"18"	FALSE
"S000028724"	"YPL283W-B"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	NA	"find panID based blast"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028726"	"YPR160C-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"7778-YPR160W_NumOfGenes_3"	NA	"find panID based blast"	"7778-YPR160W_NumOfGenes_3"	"95"	"7778-YPR160W_NumOfGenes_3"	"95"	TRUE
"S000028727"	"YPR204C-A"	"S. cerevisiae"	NA	NA	"Protein of unknown function"	"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"	"Dubious"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000028734"	"YAL059C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene ECM1/YAL059W"	"Dubious"	NA	NA	"1830-YAL059W_NumOfGenes_3"	NA	"find panID based blast"	"1830-YAL059W_NumOfGenes_3"	"136"	"1830-YAL059W_NumOfGenes_3"	"136"	TRUE
