"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"	"Reactions of gene"	"Citations"
"SPE4"	"YLR146C"	432823	433725	"spermine synthase"	"spermine and methylthioadenosine biosynthesis"	SPERMINE-SYNTHASE-RXN	
"SSU72"	"YNL222W"	229094	229714	"Suppressor of SUa7, gene 2"	""	3.1.3.16-RXN	
"MDM12"	"YOL009C"	309324	310139	"Mitochondrial Distribution and Morphology"	""	""	
"YJR015W"	"YJR015W"	462721	464253	"Unknown"	""	""	
"GUS1"	"YGL245W"	39023	41149	"GlUtamyl-tRNA Synthetase"	"tRNA charging"	GLURS-RXN	
"RPS0A"	"YGR214W"	920575	921788	"Ribosomal Protein of the Small subunit"	""	""	
"ADE5,7"	"YGL234W"	56482	58890	"ADEnine requiring"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "5-aminoimidazole ribonucleotide biosynthesis I"	AIRS-RXN // GLYRIBONUCSYN-RXN	
"SSP2"	"YOR242C"	788742	789857	"SSP2"	""	""	
"ARL3"	"YPL051W"	459963	460559	"ADP-Ribosylation factor-Like"	""	""	
"IKS1"	"YJL057C"	328118	330121	"Unknown"	""	PROTEIN-KINASE-RXN	
"SVP26"	"YHR181W"	467228	467914	"Sed5 Vesicle Protein"	""	""	
"PRS4"	"YBL068W"	92414	93394	"ribose-phosphate pyrophosphokinase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "PRPP biosynthesis"	PRPPSYN-RXN	
"YPL038W-A"	"YPL038W-A"	480182	480373	"Unknown"	""	""	
"SEC1"	"YDR164C"	782041	784215	"SECretory"	""	""	
"DJP1"	"YIR004W"	363221	364519	"DnaJ Protein"	""	""	
"YIR035C"	"YIR035C"	421026	421790	"Unknown"	""	""	
"ROX1"	"YPR065W"	679693	680799	"Regulation by OXygen"	""	""	
"VPS74"	"YDR372C"	1221112	1222149	"Vacuolar Protein Sorting"	""	""	
"YPR084W"	"YPR084W"	706972	708342	"Unknown"	""	""	
"MIR1"	"YJR077C"	577255	578190	"MIR1"	""	""	
"RSM22"	"YKL155C"	159456	161342	"Ribosomal Small subunit of Mitochondria"	""	""	
"YIL067C"	"YIL067C"	235724	237760	"Unknown"	""	""	
"FOL2"	"YGR267C"	1025004	1025735	"GTP-cyclohydrolase I"	"superpathway of tetrahydrofolate biosynthesis and salvage" // "superpathway of tetrahydrofolate biosynthesis" // "6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"	GTP-CYCLOHYDRO-I-RXN	
"ERG3"	"YLR056W"	253861	254958	YLR056W-MONOMER	"superpathway of ergosterol biosynthesis" // "ergosterol biosynthesis"	RXN3O-218	
"YPL216W"	"YPL216W"	143821	147129	"Unknown"	""	""	
"CAJ1"	"YER048C"	246982	248157	"CAJ1"	""	""	
"PAU5"	"YFL020C"	99231	99599	"seriPAUperin family"	""	""	
"YHR212W-A"	"YHR212W-A"	538742	538945	"Unknown"	""	""	
"FCF2"	"YLR051C"	246324	246977	"Faf1p Copurifying Factor"	""	""	
"HIR1"	"YBL008W"	209653	212175	"HIstone Regulation"	""	""	
"YPL039W"	"YPL039W"	479225	480175	"Unknown"	""	""	
"CLU1"	"YMR012W"	291134	294967	"CLUstered mitochondria"	""	""	
"SEC72"	"YLR292C"	719789	720370	"SECretory"	""	""	
"YHR112C"	"YHR112C"	334527	335663	"Unknown"	""	""	
"MCX1"	"YBR227C"	673572	675134	"Mitochondrial ClpX"	""	""	
"SKY1"	"YMR216C"	698811	701039	"SRPK1-like Kinase in Yeast"	""	""	
"YOR072W-B"	"YOR072W-B"	464469	464630	"Unknown"	""	""	
"YNL194C"	"YNL194C"	272710	273615	"YNL194C"	""	""	
"NBA1"	"YOL070C"	197220	198725	"Nap1p and Bud neck Associated"	""	""	
"YHL026C"	"YHL026C"	53219	54166	"Unknown"	""	""	
"COG1"	"YGL223C"	79112	80365	"Conserved Oligomeric Golgi complex"	""	""	
"SRB8"	"YCR081W"	254371	258654	"Suppressor of RNA polymerase B"	""	""	
"YOR268C"	"YOR268C"	825534	825932	"Unknown"	""	""	
"AIM41"	"YOR215C"	746725	747282	"Altered Inheritance of Mitochondria"	""	""	
"AIF1"	"YNR074C"	777602	778738	"Apoptosis-Inducing Factor"	""	""	
"YGR121W-A"	"YGR121W-A"	733412	733627	"Unknown"	""	""	
"TDA11"	"YHR159W"	417549	419063	"Topoisomerase I Damage Affected"	""	""	
"HGH1"	"YGR187C"	870232	871416	"HmG1/2 Homolog"	""	""	
"YOR019W"	"YOR019W"	368127	370319	"Unknown"	""	""	
"MTQ2"	"YDR140W"	734138	734803	"Methyltransferase"	""	""	
"TRM44"	"YPL030W"	493543	495246	"tRNA<small><sup>Ser</sup></small> (uridine<small><sup>44</sup></small>-2&prime;-<em>O</em>)-methyltransferase"	"tRNA methylation"	RXN-12368	
"YGR111W"	"YGR111W"	715828	717030	"Unknown"	""	""	
"TIP41"	"YPR040W"	647305	648375	"Tap42 Interacting Protein"	""	""	
"COB"	"Q0105"	36540	43647	"cytochrome b"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	1.10.2.2-RXN	
"YNL146C-A"	"YNL146C-A"	351386	351580	"Unknown"	""	""	
"YJR054W"	"YJR054W"	536056	537549	"Potassium regulator of CcH1"	""	""	
"RPL40A"	"YIL148W"	68708	69528	"Ribosomal Protein of the Large subunit"	""	""	
"YGL242C"	"YGL242C"	44652	45197	"Unknown"	""	""	
"PSD2"	"YGR170W"	837142	840558	"phosphatidylserine decarboxylase, golgi/vacuole"	"phosphatidylethanolamine biosynthesis I"	PHOSPHASERDECARB-RXN	
"YPS7"	"YDR349C"	1172386	1174176	"YaPSin"	""	""	
"YNR021W"	"YNR021W"	668377	669591	"Unknown"	""	""	
"MIG3"	"YER028C"	210692	211876	"Multicopy Inhibitor of Growth"	""	""	
"YPK1"	"YKL126W"	205707	207749	"Yeast Protein Kinase"	""	PROTEIN-KINASE-RXN	
"YGL010W"	"YGL010W"	475545	476069	"Unknown"	""	""	
"SDO1"	"YLR022C"	184174	184926	"SDO1"	""	""	
"URA1"	"YKL216W"	25215	26159	"dihydroorotate dehydrogenase subunit"	"UMP biosynthesis II" // "de novo biosynthesis of pyrimidine ribonucleotides"	RXN-9929	
"YNL140C"	"YNL140C"	360917	361486	"Unknown"	""	""	
"KRE6"	"YPR159W"	857583	859745	"1,6-&beta;-glucan synthase"	""	""	
"YPT1"	"YFL038C"	55366	55986	"Yeast Protein Two"	""	""	
"YFL068W"	"YFL068W"	53	535	"Unknown"	""	""	
"NGL3"	"YML118W"	32334	33851	"NGL3"	""	""	
"PRM9"	"YAR031W"	186836	187732	"Pheromone-Regulated Membrane protein"	""	""	
"YNL010W"	"YNL010W"	613635	614360	"Unknown"	""	""	
"BEM1"	"YBR200W"	620872	622527	"Bud EMergence"	""	""	
"PDR8"	"YLR266C"	675619	677724	"Pleiotropic Drug Resistance"	""	""	
"YER121W"	"YER121W"	402375	402719	"Unknown"	""	""	
"MDG1"	"YNL173C"	308957	310057	"Multicopy suppressor of Defective G-protein"	""	""	
"RPL36A"	"YMR194W"	651145	651910	"Ribosomal Protein of the Large subunit"	""	""	
"YMR317W"	"YMR317W"	907364	910786	"Unknown"	""	""	
"EMP24"	"YGL200C"	122694	123305	"EndoMembrane Protein"	""	""	
"BUD23"	"YCR047C"	210718	211545	"18S rRNA (guanine<sup>1575</sup>-<i>N</i><sup>7</sup>)-methyltransferase"	""	RXN-15842	
"YEL020C"	"YEL020C"	118617	120299	"Unknown"	""	""	
"ULS1"	"YOR191W"	692475	697334	"Ubiquitin Ligase for SUMO conjugates"	""	""	
"YNR048W"	"YNR048W"	711630	712811	"YNR048W"	""	""	
"YIM1"	"YMR152W"	563096	564193	"Unknown"	""	""	
"SNQ2"	"YDR011W"	465919	470424	"Sensitivity to 4-NitroQuinoline-N-oxide"	""	""	
"RTS3"	"YGR161C"	808629	809420	"RTS3"	""	""	
"YDR514C"	"YDR514C"	1471548	1472999	"Unknown"	""	""	
"CHS7"	"YHR142W"	383538	384488	"CHitin Synthase-related"	""	""	
"TAE2"	"YPL009C"	535820	538936	"Translation Associated Element"	""	""	
"YML108W"	"YML108W"	54793	55110	"Unknown"	""	""	
"APC4"	"YDR118W"	685882	687840	"Anaphase Promoting Complex"	""	""	
"NCR1"	"YPL006W"	544631	548143	"Niemann-pick type C Related"	""	""	
"YDR248C"	"YDR248C"	957758	958339	"putative gluconokinase"	"D-gluconate degradation"	GLUCONOKIN-RXN	
"MCM4"	"YPR019W"	596750	599551	"MiniChromosome Maintenance"	""	""	
"RRT14"	"YIL127C"	117024	117644	"Regulator of rDNA Transcription"	""	""	
"YLL066W-B"	"YLL066W-B"	5605	5775	"Unknown"	""	""	
"PET191"	"YJR034W"	496683	497009	"PETite colonies"	""	""	
"YCG1"	"YDR325W"	1117126	1120233	"Yeast Cap G"	""	""	
"MAG2"	"YLR427W"	988428	990440	"Unknown"	""	""	
"POX1"	"POX1"	108158	110404	"fatty-acyl coenzyme A oxidase"	"oleate &beta;-oxidation (isomerase-dependent)" // "10-<i>cis</i>-heptadecenoyl-CoA degradation" // "10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent)" // "9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent)" // "fatty acid &beta;-oxidation (peroxisome)" // "fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)" // "fatty acid oxidation (non-cyclic)"	RXN-14576 // RXN-14771 // RXN-14775 // RXN-14785 // RXN-14789 // RXN-14796 // RXN-11026 // RXN-10696 // RXN-10706 // RXN-10707 // RXN-12518 // ACYL-COA-OXIDASE-RXN // RXN-16134 // RXN-17113 // RXN-12669	
"Q0255"	"Q0255"	74495	75984	"Q0255"	""	""	
"YDL073W"	"YDL073W"	326613	329567	"Unknown"	""	""	
"YND1"	"YER005W"	160550	162442	"apyrase"	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides biosynthesis from CTP" // "UTP and CTP dephosphorylation II"	RXN-14024 // RXN-14195 // RXN-14198 // RXN-14208 // RXN-14199 // RXN-14200 // RXN-14201 // NUCLEOSIDE-TRIPHOSPHATASE-RXN // NUCLEOSIDE-DIPHOSPHATASE-RXN // RXN0-3542 // APYRASE-RXN // ATPASE-RXN // RXN-12200 // RXN-12195 // RXN-12198 // RXN-10862 // RXN-12199 // RXN-12196 // RXN-12197	
"MTC2"	"YKL098W"	256770	257843	"Maintenance of Telomere Capping"	""	""	
"YLR253W"	"YLR253W"	642627	644336	"Unknown"	""	""	
"THI73"	"YLR004C"	157934	159505	"THI regulon"	""	""	
"MAE1"	"YKL029C"	382716	384725	"NAD-dependent malic enzyme, mitochondrial"	"chitin degradation to ethanol" // "gluconeogenesis" // "L-malate degradation II"	1.1.1.39-RXN	
"YCR100C"	"YCR100C"	301271	302221	"Unknown"	""	""	
"GLR1"	"YPL091W"	375502	376953	"glutathione oxidoreductase"	"glutathione redox reactions I" // "glutathione-glutaredoxin system" // "glutathione-glutaredoxin redox reactions"	GLUTATHIONE-REDUCT-NADPH-RXN	
"SLO1"	"YER180C-A"	550865	551122	"Scoco-Like Orf"	""	""	
"YCR061W"	"YCR061W"	225563	227458	"Unknown"	""	""	
"VPS9"	"YML097C"	78335	79690	"Vacuolar Protein Sorting"	""	""	
"FLC2"	"YAL053W"	45899	48250	"FLavin Carrier"	""	""	
"YLR053C"	"YLR053C"	248100	248426	"Unknown"	""	""	
"FZO1"	"YBR179C"	586547	589114	"FuZzy Onions homolog"	""	""	
"ECM22"	"YLR228C"	600019	602463	"ExtraCellular Mutant"	""	""	
"YBR056W-A"	"YBR056W-A"	351255	351455	"Unknown"	""	""	
"RPC31"	"YNL151C"	347766	348521	"RNA Polymerase C"	""	DNA-DIRECTED-RNA-POLYMERASE-RXN	
"CEP3"	"YMR168C"	597332	599158	"CEntromere Protein"	""	""	
"YLL007C"	"YLL007C"	134302	136299	"Unknown"	""	""	
"SAE2"	"YGL175C"	173285	174322	"Sporulation in the Absence of spo Eleven"	""	""	
"HSP30"	"YCR021C"	156109	157107	"Heat Shock Protein"	""	""	
"YBR287W"	"YBR287W"	776571	777854	"Unknown"	""	""	
"RPS28A"	"YOR167C"	648804	649007	"Ribosomal Protein of the Small subunit"	""	""	
"RCF2"	"YNR018W"	664270	664944	"Respiratory superComplex Factor"	""	""	
"YKR018C"	"YKR018C"	473723	475900	"Unknown"	""	""	
"BRE4"	"YDL231C"	38867	42244	"BREfeldin A sensitivity"	""	""	
"PHB1"	"YGR132C"	755589	756452	"ProHiBitin"	""	""	
"YBR062C"	"YBR062C"	365976	366600	"Unknown"	""	""	
"DMA1"	"YHR115C"	340109	341359	"Defective in Mitotic Arrest"	""	""	
"HSP33"	"YOR391C"	1078545	1079258	"Heat-Shock Protein"	""	""	
"PTM1"	"YKL039W"	362622	364193	"Unknown"	""	""	
"MSH6"	"YDR097C"	640109	643837	"MutS Homolog"	""	""	
"MOB1"	"YIL106W"	166415	167444	"Mps One Binder"	""	""	
"YAR035C-A"	"YAR035C-A"	192337	192417	"Unknown"	""	""	
"PAU22"	"YPL282C"	7933	8427	"seriPAUperin"	""	""	
"HNT2"	"YDR305C"	1072746	1073488	"Histidine triad NucleoTide-binding"	""	""	
"YJR141W"	"YJR141W"	695906	696949	"Unknown"	""	""	
"AVT1"	"YJR001W"	436802	438610	"Amino acid Vacuolar Transport"	""	""	
"COA2"	"YPL189C-A"	188307	188513	"Cytochrome Oxidase Assembly"	""	""	
"SPE1"	"YKL184W"	96757	98157	"ornithine decarboxylase"	"putrescine biosynthesis"	ORNDECARBOX-RXN	
"LEU1"	"YGL009C"	476313	478652	"isopropylmalate isomerase"	"superpathway of leucine, valine, and isoleucine biosynthesis" // "leucine biosynthesis"	RXN-13163 // "3-isopropylmalate dehydratase" // "3-isopropylmalate dehydratase"	
"MUD2"	"YKL074C"	294610	296193	"Mutant U1 Die"	""	""	
"YJR003C"	"YJR003C"	440994	442553	"Unknown"	""	""	
"AFG1"	"YEL052W"	56571	58100	"ATPase Family Gene"	""	""	
"URA8"	"YJR103W"	620754	622490	"CTP synthase"	"citrulline biosynthesis" // "glutamine degradation I" // "UTP and CTP <i>de novo</i> biosynthesis" // "UTP and CTP dephosphorylation II" // "de novo biosynthesis of pyrimidine ribonucleotides"	CTPSYN-RXN // GLUTAMIN-RXN // RXN-14325	
"GUK1"	"YDR454C"	1366264	1366827	"guanylate kinase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "guanosine ribonucleotides <i>de novo</i> biosynthesis"	GMKALT-RXN // GUANYL-KIN-RXN	
"ATG10"	"YLL042C"	52087	52590	"AuTophaGy related"	""	""	
"PUG1"	"YER185W"	559454	560365	"Protoporphyrin Uptake Gene"	""	""	
"YJL043W"	"YJL043W"	360130	360903	"Unknown"	""	""	
"MPD1"	"YOR288C"	852121	853077	"disulfide isomerase"	""	5.3.4.1-RXN	
"MYO4"	"YAL029C"	87855	92270	"MYOsin"	""	""	
"YPR203W"	"YPR203W"	943880	944188	"Unknown"	""	""	
"ERV41"	"YML067C"	139063	140214	"ER Vesicle"	""	""	
"ENT2"	"YLR206W"	554578	556419	"Epsin N-Terminal homology"	""	""	
"YIR016W"	"YIR016W"	382628	383425	"Unknown"	""	""	
"CNS1"	"YBR155W"	549771	550928	"CyclophiliN Seven suppressor"	""	""	
"NDE1"	"YMR145C"	554793	556475	"NADH:ubiquinone oxidoreductase 1 (external)"	"NAD/NADP-NADH/NADPH mitochondrial interconversion" // "aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	RXN0-5330-YEAST	
"YPR063C"	"YPR063C"	677812	678320	"Unknown"	""	""	
"ESBP6"	"YNL125C"	390146	392167	"ESBP6"	""	""	
"VBA3"	"YCL069W"	9706	11082	"Vacuolar Basic Amino acid transporter"	""	""	
"YIL054W"	"YIL054W"	254543	254860	"Unknown"	""	""	
"ARI1"	"YGL157W"	209006	210049	"Aldehyde Reductase Intermediate, subclass of SDR"	""	""	
"RPD3"	"YNL330C"	18001	19302	"Reduced Potassium Dependency"	""	""	
"YPL168W"	"YPL168W"	231217	232509	"Unknown"	""	""	
"MDM32"	"YOR147W"	606607	608475	"Mitochondrial Distribution and Morphology"	""	""	
"VOA1"	"YGR106C"	698989	699786	"V0 Assembly protein"	""	""	
"YHR086W-A"	"YHR086W-A"	280231	280392	"Unknown"	""	""	
"UGA4"	"YDL210W"	84270	85985	"Utilization of GAba"	""	""	
"PRT1"	"YOR361C"	1015361	1017652	"PRoTein synthesis"	""	""	
"YOR293C-A"	"YOR293C-A"	867998	868147	"Unknown"	""	""	
"MSR1"	"YHR091C"	284839	286770	"Mitochondrial tRNA Synthetase aRginine"	"tRNA charging"	ARGININE--TRNA-LIGASE-RXN	
"SEC28"	"YIL076W"	216658	217548	"SECretory"	""	""	
"YHR080C"	"YHR080C"	262801	266838	"Unknown"	""	""	
"SED1"	"YDR077W"	600793	601809	"Suppression of Exponential Defect"	""	""	
"PHM6"	"YDR281C"	1022007	1022321	"PHosphate Metabolism"	""	""	
"YOR390W"	"YOR390W"	1076784	1077911	"Unknown"	""	""	
"VIK1"	"YPL253C"	71063	73006	"Vegetative Interaction with Kar3p"	""	""	
"RPO26"	"YPR187W"	911257	911800	"RNA POlymerase"	""	DNA-DIRECTED-RNA-POLYMERASE-RXN	
"YLF2"	"YHL014C"	76097	77314	"Unknown"	""	""	
"UBP12"	"YJL197W"	63805	67569	"UBiquitin-specific Protease"	""	3.4.19.12-RXN	
"CSE4"	"YKL049C"	346075	346764	"Chromosome SEgregation"	""	""	
"YOR228C"	"YOR228C"	766869	767777	"Unknown"	""	""	
"GLC7"	"YER133W"	432495	433958	"protein phosphatase type I"	""	3.1.3.16-RXN	
"INO1"	"YJL153C"	134332	135933	"L-myo-inositol-1-phosphate synthase subunit"	"<i>myo</i>-inositol biosynthesis"	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	
"YGL258W-A"	"YGL258W-A"	9162	9395	"Unknown"	""	""	
"SPF1"	"YEL031W"	90258	93905	"Sensitivity to Pichia Farinosa killer toxin"	""	""	
"RAD4"	"YER162C"	500630	502894	"RADiation sensitive"	""	""	
"YOL162W"	"YOL162W"	10119	10766	"Unknown"	""	""	
"HIF1"	"YLL022C"	99044	100201	"Hat1 Interacting Factor"	""	""	
"MDM10"	"YAL010C"	134184	135665	"Mitochondrial Distribution and Morphology"	""	""	
"YGR066C"	"YGR066C"	620921	621799	"Unknown"	""	""	
"LCB4"	"YOR171C"	652010	653884	"sphingoid long chain base kinase 4"	"sphingolipid recycling and degradation (yeast)"	RXN3O-458 // SPHINGANINE-KINASE-RXN	
"RPL37A"	"YLR185W"	522663	523288	"Ribosomal Protein of the Large subunit"	""	""	
"YNL097C-B"	"YNL097C-B"	440797	440919	"Unknown"	""	""	
"GSF2"	"YML048W"	178426	179637	"Glucose Signaling Factor"	""	""	
"DLT1"	"YMR126C"	520761	521789	"Defect at Low Temperature"	""	""	
"YGL204C"	"YGL204C"	111700	112005	"Unknown"	""	""	
"AGP2"	"YBR132C"	499652	501442	"high-Affinity Glutamine Permease"	""	""	
"ATG22"	"YCL038C"	54941	56527	"AuTophaGy related"	""	""	
"YNL295W"	"YNL295W"	76946	78520	"Unknown"	""	""	
"OCA1"	"YNL099C"	438567	439283	"Oxidant-induced Cell-cycle Arrest"	""	""	
"STB1"	"YNL309W"	52662	53924	"Sin Three Binding protein"	""	""	
"YFR012W-A"	"YFR012W-A"	169224	169310	"Unknown"	""	""	
"ITC1"	"YGL133W"	257707	261501	"Imitation switch Two Complex"	""	""	
"UTP22"	"YGR090W"	662358	666071	"U Three Protein"	""	""	
"YNL115C"	"YNL115C"	410119	412053	"Unknown"	""	""	
"RIO1"	"YOR119C"	548792	550246	"RIght Open reading frame"	""	PROTEIN-KINASE-RXN	
"TEA1"	"YOR337W"	954344	956623	"Ty Enhancer Activator"	""	""	
"YER175W-A"	"YER175W-A"	540650	540814	"Unknown"	""	""	
"UFD2"	"YDL190C"	118707	121592	"Ubiquitin Fusion Degradation"	""	""	
"PCL7"	"YIL050W"	258913	259770	"Pho85 CycLin"	""	""	
"YMR315W-A"	"YMR315W-A"	904286	904393	"Unknown"	""	""	
"TRM5"	"YHR070W"	234881	236380	"tRNA (guanine<small><sup>37</sup></small>-<em>N</em><small><sup>1</sup></small>)-methyltransferase"	"wybutosine biosynthesis" // "7-(3-amino-3-carboxypropyl)-wyosine biosynthesis" // "tRNA methylation"	RXN-12458 // RXN-14517	
"HSP78"	"YDR258C"	971808	974243	"Heat Shock Protein"	""	""	
"YER079W"	"YER079W"	318920	319552	"Unknown"	""	""	
"PST1"	"YDR055W"	563527	564861	"Protoplasts-SecreTed"	""	""	
"MMS1"	"YPR164W"	870703	874926	"Methyl MethaneSulfonate sensitivity"	""	""	
"YMR262W"	"YMR262W"	793726	794667	"Unknown"	""	""	
"NSL1"	"YPL233W"	106172	106822	"Nnf1 Synthetic Lethal"	""	""	
"CDC16"	"YKL022C"	394726	397248	"Cell Division Cycle"	""	""	
"YDR461C-A"	"YDR461C-A"	1385524	1385766	"Unknown"	""	""	
"SWI3"	"YJL176C"	92053	94530	"SWItching deficient"	""	""	
"OST1"	"YJL002C"	433221	434651	"oligosaccharyl transferase complex &alpha; subunit"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	2.4.1.119-RXN	
"YMR130W"	"YMR130W"	532119	533027	"Unknown"	""	""	
"FAA2"	"YER015W"	184541	186775	"medium-chain acyl-CoA synthetase"	"fatty acid activation" // "stearate biosynthesis I (animals and fungi)" // "fatty acid oxidation (non-cyclic)" // "fatty acid &beta;-oxidation (peroxisome)"	"phytenoyl-CoA synthetase" // RXN-7904 // RXN-16389 // RXN-16401 // RXN-16402 // RXN-12185 // LINOLENOYL-RXN // RXN-12702 // RXN-12746 // RXN-12978 // "15-tetracosenoate&mdash;CoA ligase" // RXN-9644 // RXN-9673 // "2,3,4-saturated fatty acyl-CoA synthetase" // RXN-14172 // "octanoyl-CoA ligase" // RXN-16393 // RXN-13614 // RXN66-484 // RXN-9623 // RXN-16380 // RXN-12184 // PHYTANATE--COA-LIGASE-RXN // "straight chain fatty acyl-CoA ligase" // "straight chain (<i>R</i>)-2-hydroxy fatty acyl-CoA ligase" // RXN66-483 // "3-methyl-branched fatty acyl-CoA ligase"	
"DDI1"	"YER143W"	456319	457605	"DNA Damage Inducible"	""	""	
"YDR415C"	"YDR415C"	1297037	1298161	"Unknown"	""	""	
"YEA4"	"YEL004W"	146951	147979	"YEA4"	""	""	
"CYT1"	"YOR065W"	447439	448368	"cytochrome c1"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	1.10.2.2-RXN	
"YML079W"	"YML079W"	110247	110852	"Unknown"	""	""	
"RTT109"	"YLL002W"	146291	147601	"Regulator of Ty1 Transposition"	""	""	
"ACF2"	"YLR144C"	429677	432016	"Assembly Complementing Factor"	""	""	
"YDR186C"	"YDR186C"	832859	835492	"Unknown"	""	""	
"AAD15"	"YOL165C"	1647	2078	"aryl-alcohol dehydrogenase"	""	RXN-8580 // RXN-8581 // RXN-9909 // BENZYL-ALCOHOL-DEHYDROGENASE-RXN // ARYL-ALCOHOL-DEHYDROGENASE-RXN // BENZYL-ALC-DEHYDROGENASE-RXN // RXN-662	
"MUB1"	"YMR100W"	466300	468162	"MUlti Budding"	""	""	
"YLR285C-A"	"YLR285C-A"	708168	708338	"Unknown"	""	""	
"NSE5"	"YML023C"	226994	228664	"Non-SMC Element 5"	""	""	
"SGF29"	"YCL010C"	103571	104350	"SaGa associated Factor"	""	""	
"YDL241W"	"YDL241W"	20635	21006	"Unknown"	""	""	
"CMD1"	"YBR109C"	457919	458362	"CalMoDulin"	""	""	
"PCL1"	"YNL289W"	87897	88736	"Pho85 CycLin"	""	""	
"YLR407W"	"YLR407W"	932967	933653	"Unknown"	""	""	
"SWS2"	"YNL081C"	476188	476619	"Sick Without Securin"	""	""	
"ROM1"	"YGR070W"	627806	631273	"RhO1 Multicopy suppressor"	""	""	
"YDL009C"	"YDL009C"	432925	433248	"Unknown"	""	""	
"TAF6"	"YGL112C"	298178	299728	"TATA binding protein-Associated Factor"	""	""	
"SPS4"	"YOR313C"	901858	902874	"SPorulation Specific trancript"	""	""	
"YLR241W"	"YLR241W"	620473	622821	"Unknown"	""	""	
"ARF3"	"YOR094W"	502795	503346	"ADP-Ribosylation Factor"	""	""	
"ULP2"	"YIL031W"	292633	295737	"Ubiquitin-Like Protein"	""	""	
"YCR043C"	"YCR043C"	206261	206644	"Unknown"	""	""	
"ENT1"	"YDL161W"	167714	169078	"Epsin N-Terminal homology"	""	""	
"RTN1"	"YDR233C"	929470	930357	"ReTiculoN-like"	""	""	
"YLR042C"	"YLR042C"	229966	230451	"Unknown"	""	""	
"YHK8"	"YHR048W"	204607	206151	"YHK8"	""	""	
"LOA1"	"YPR139C"	813156	814058	"oleoyl-CoA: lysophosphatidate acyltransferase"	"superpathway phosphatidate biosynthesis (yeast)" // "phospholipid remodeling (phosphatidate)"	RXN-15043	
"YBR182C-A"	"YBR182C-A"	595361	595555	"Unknown"	""	""	
"PST2"	"YDR032C"	504099	504695	"Protoplasts-SecreTed"	""	""	
"MRP17"	"YKL003C"	437097	437492	"Mitochondrial Ribosomal Protein"	""	""	
"YKL096C-B"	"YKL096C-B"	259073	259222	"Unknown"	""	""	
"SRP72"	"YPL210C"	154290	156212	"Signal Recognition Particle"	""	""	
"AYR1"	"YIL124W"	126204	127097	"1-acyl dihydroxyacetone phosphate reductase"	"superpathway phosphatidate biosynthesis (yeast)"	RXN-15046 // ACYLGLYCERONE-PHOSPHATE-REDUCTASE-RXN	
"YBR259W"	"YBR259W"	730387	732453	"Unknown"	""	""	
"RPA34"	"YJL148W"	140437	141138	"RNA Polymerase A"	""	DNA-DIRECTED-RNA-POLYMERASE-RXN	
"GLO3"	"YER122C"	402871	404352	"ADP-ribosylation factor GTPase-activating protein GLO3"	""	""	
"YKR005C"	"YKR005C"	448521	450167	"Unknown"	""	""	
"GRX2"	"YDR513W"	1471017	1471448	"reduced glutaredoxin 2" // "oxidized glutaredoxin 2"	"glutathione-glutaredoxin redox reactions" // "glutathione-glutaredoxin system"	""	
"YLR118C"	"YLR118C"	384725	385408	"YLR118C"	""	""	
"YBR053C"	"YBR053C"	339675	340751	"Unknown"	""	""	
"PAU10"	"YDR542W"	1523249	1523611	"seriPAUperin"	""	""	
"CTF18"	"YMR078C"	422503	424728	"Chromosome Transmission Fidelity"	""	""	
"YJL133C-A"	"YJL133C-A"	159623	159847	"Unknown"	""	""	
"UBP11"	"YKR098C"	633026	635179	"UBiquitin-specific Protease"	""	3.4.19.12-RXN	
"PAU24"	"YBR301W"	809057	809419	"seriPAUperin family"	""	""	
"SPE3"	"YPR069C"	684556	685437	"spermidine synthase"	"spermidine and methylthioadenosine biosynthesis"	SPERMIDINESYN-RXN	
"LYS9"	"YNR050C"	714048	715388	"saccharopine dehydrogenase (NADP+, L-glutamate-forming)"	"L-lysine biosynthesis IV"	RXN3O-127	
"LYP1"	"YNL268W"	138550	140385	"LYP1"	""	""	
"YAL064W-B"	"YAL064W-B"	12046	12426	"Unknown"	""	""	
"RRT15"	"YLR162W-A"	490406	490594	"Regulator of rDNA Transcription"	""	""	
"RME1"	"YGR044C"	582990	583892	"Regulator of MEiosis"	""	""	
"YJR120W"	"YJR120W"	647126	647476	"Unknown"	""	""	
"IST2"	"YBR086C"	420201	423041	"Increased Sodium Tolerance"	""	""	
"RPS10A"	"YOR293W"	867098	867852	"Ribosomal Protein of the Small subunit"	""	""	
