"Gene.Name"	"Accession.1"	"gene_standard_name"	"Left.End.Position"	"Right.End.Position"	"Product"	"Pathways.of.gene"	"ec"	"reaction_biocyc"
"ANS1"	"YHR126C"	"YHR126C"	359702	360181	"Unknown"	NA	NA	NA
"CTR3"	"YLR411W"	"YLR411W"	947253	947978	"Copper TRansport"	NA	NA	NA
"YOR020W-A"	"YOR020W-A"	"YOR020W-A"	371685	371957	"Unknown"	NA	NA	NA
"RPL24A"	"YGL031C"	"YGL031C"	437467	437934	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"YHL042W"	"YHL042W"	"YHL042W"	15667	16119	"Unknown"	NA	NA	NA
"KAP104"	"YBR017C"	"YBR017C"	270947	273703	"KAryoPherin"	NA	NA	NA
"HUA2"	"YOR284W"	"YOR284W"	848478	849209	"Unknown"	NA	NA	NA
"PAU19"	"YMR325W"	"YMR325W"	922641	923015	"seriPAUperin"	NA	NA	NA
"YGR240C-A"	"YGR240C-A"	"YGR240C-A"	974577	974777	"Unknown"	NA	NA	NA
"RTS1"	"YOR014W"	"YOR014W"	357674	359947	"Rox Three Suppressor"	NA	NA	NA
"YOR052C"	"YOR052C"	"YOR052C"	426772	427224	"Unknown"	NA	NA	NA
"RPP1A"	"YDL081C"	"YDL081C"	309802	310122	"Ribosomal Protein P1 Alpha"	NA	NA	NA
"YGR117C"	"YGR117C"	"YGR117C"	725049	726479	"Unknown"	NA	NA	NA
"MRP4"	"YHL004W"	"YHL004W"	99219	100403	"Mitochondrial Ribosomal Protein"	NA	NA	NA
"YNL277W-A"	"YNL277W-A"	"YNL277W-A"	116679	116867	"Unknown"	NA	NA	NA
"SPP1"	"YPL138C"	"YPL138C"	291366	292427	"Set1c, Phd finger Protein"	NA	NA	NA
"YGL260W"	"YGL260W"	"YGL260W"	6860	7090	"Unknown"	NA	NA	NA
"PSA1"	"PSA1"	"YDL055C"	355674	356759	"PSA1"	"GDP-mannose biosynthesis"	"2.7.7.13"	"alpha-D-mannose 1-phosphate + GTP + H+ => GDP-alpha-D-mannose + diphosphate"
"YNR029C"	"YNR029C"	"YNR029C"	677199	678488	"Unknown"	NA	NA	NA
"MRPL8"	"YJL063C"	"YJL063C"	315759	316475	"Mitochondrial Ribosomal Protein, Large subunit"	NA	NA	NA
"YGL015C"	"YGL015C"	"YGL015C"	465043	465435	"Unknown"	NA	NA	NA
"PFA5"	"YDR459C"	"YDR459C"	1382319	1383443	"Protein Fatty Acyltransferase"	NA	NA	NA
"YNL143C"	"YNL143C"	"YNL143C"	356794	357186	"Unknown"	NA	NA	NA
"HEL1"	"YKR017C"	"YKR017C"	471694	473349	"Histone E3 Ligase"	NA	NA	NA
"YFL067W"	"YFL067W"	"YFL067W"	836	1363	"Unknown"	NA	NA	NA
"PLB2"	"PLB2"	"YMR006C"	277561	279681	"phospholipase B/lyso-phospholipase"	"phospholipid remodeling (phosphatidylethanolamine)"	NA	"1-18:1-2-lysophosphatidylethanolamine + H2O => sn-glycero-3-phosphoethanolamine + oleate + H+;a 1-acyl-sn-glycero-3-phosphocholine + H2O => a carboxylate + sn-glycero-3-phosphocholine + H+"
"YNL011C"	"YNL011C"	"YNL011C"	611836	613170	"Unknown"	NA	NA	NA
"COG7"	"YGL005C"	"YGL005C"	489708	490547	"Conserved Oligomeric Golgi complex"	NA	NA	NA
"YER137C"	"YER137C"	"YER137C"	441373	441819	"Unknown"	NA	NA	NA
"ECM21"	"YBL101C"	"YBL101C"	24946	28299	"ExtraCellular Mutant"	NA	NA	NA
"YMR321C"	"YMR321C"	"YMR321C"	917579	917896	"Unknown"	NA	NA	NA
"ECM19"	"YLR390W"	"YLR390W"	903066	903404	"ExtraCellular Mutant"	NA	NA	NA
"YEL023C"	"YEL023C"	"YEL023C"	108504	110552	"Unknown"	NA	NA	NA
"ATM1"	"YMR301C"	"YMR301C"	867555	869627	"ABC Transporter, Mitochondrial"	NA	NA	NA
"YMR155W"	"YMR155W"	"YMR155W"	568551	570194	"Unknown"	NA	NA	NA
"HPF1"	"YOL155C"	"YOL155C"	28703	31606	"Haze Protective Factor"	NA	NA	NA
"YDR034C-A"	"YDR034C-A"	"YDR034C-A"	520516	520692	"Unknown"	NA	NA	NA
"MBP1"	"YDL056W"	"YDL056W"	352877	355378	"MluI-box Binding Protein"	NA	NA	NA
"YML119W"	"YML119W"	"YML119W"	30611	31684	"Unknown"	NA	NA	NA
"PXR1"	"YGR280C"	"YGR280C"	1050910	1051725	"PinX1-Related gene"	NA	NA	NA
"YDR249C"	"YDR249C"	"YDR249C"	958681	959802	"Unknown"	NA	NA	NA
"MEI5"	"YPL121C"	"YPL121C"	320962	321630	"MEIosis-specific"	NA	NA	NA
"YLR157W-D"	"YLR157W-D"	"YLR157W-D"	475764	475976	"Unknown"	NA	NA	NA
"PRD1"	"PRD1"	"YCL057W"	24768	26906	"saaccharolysin"	NA	"3.4.24.37"	"a protein + H2O => a peptide + a peptide"
"SOR2"	"YDL246C"	"YDL246C"	8683	9756	"Unknown"	"sorbitol degradation"	NA	"D-sorbitol + NAD+ => keto-D-fructose + NADH + H+;L-iditol + NAD+ = keto-L-sorbose + NADH + H+"
"NUP192"	"YJL039C"	"YJL039C"	368748	373799	"NUclear Pore"	NA	NA	NA
"YLR446W"	"YLR446W"	"YLR446W"	1025214	1026515	"Unknown"	"chitin biosynthesis // sucrose degradation III (sucrose invertase) // glycolysis III (from glucose) // trehalose degradation II (trehalase) // glucose-6-phosphate biosynthesis"	NA	"a D-hexose + ATP = D-hexose 6-phosphate + ADP + H+;D-glucopyranose + ATP => D-glucopyranose 6-phosphate + ADP + H+"
"NPL3"	"YDR432W"	"YDR432W"	1328783	1330027	"Nuclear Protein Localization"	NA	NA	NA
"YDL114W"	"YDL114W"	"YDL114W"	255604	256530	"Unknown"	NA	NA	NA
"OXP1"	"YKL215C"	"YKL215C"	26827	30687	"5-oxoprolinase (ATP-hydrolysing)"	"&gamma;-glutamyl cycle // 5-oxo-L-proline metabolism"	NA	"5-oxo-L-proline + ATP + 2 H2O => L-glutamate + ADP + phosphate + H+"
"YLR257W"	"YLR257W"	"YLR257W"	658826	659791	"Unknown"	NA	NA	NA
"OST6"	"OST6"	"YML019W"	233457	234455	"oligosaccharyl transferase complex OST6 subunit"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"2.4.1.119"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"
"YCR101C"	"YCR101C"	"YCR101C"	302482	303030	"Unknown"	NA	NA	NA
"YFR045W"	"YFR045W"	"YFR045W"	241998	242999	"YFR045W"	NA	NA	NA
"YLR126C"	"YLR126C"	"YLR126C"	394765	395520	"Unknown"	NA	NA	NA
"AAR2"	"YBL074C"	"YBL074C"	86722	87789	"A1-Alpha2 Repression"	NA	NA	NA
"YCR090C"	"YCR090C"	"YCR090C"	272315	272863	"Unknown"	NA	NA	NA
"ARC18"	"YLR370C"	"YLR370C"	861718	862254	"ARp2/3 Complex subunit"	NA	NA	NA
"YLR072W"	"YLR072W"	"YLR072W"	278862	280943	"Unknown"	NA	NA	NA
"YMR279C"	"YMR279C"	"YMR279C"	824729	826351	"YMR279C"	NA	NA	NA
"YBR196C-B"	"YBR196C-B"	"YBR196C-B"	614526	614630	"Unknown"	NA	NA	NA
"ALR1"	"YOL130W"	"YOL130W"	74400	76979	"ALuminum Resistance"	NA	NA	NA
"YLL032C"	"YLL032C"	"YLL032C"	74270	76747	"Unknown"	NA	NA	NA
"PRP9"	"YDL030W"	"YDL030W"	397537	399129	"Pre-mRNA Processing"	NA	NA	NA
"YBL112C"	"YBL112C"	"YBL112C"	2582	2899	"Unknown"	NA	NA	NA
"RRT8"	"YOL048C"	"YOL048C"	240204	241310	"Regulator of rDNA Transcription"	NA	NA	NA
"YKR023W"	"YKR023W"	"YKR023W"	483419	485011	"Unknown"	NA	NA	NA
"PUP2"	"YGR253C"	"YGR253C"	998358	999140	"PUtative Proteasome subunit"	NA	"3.4.25.1"	"a protein + H2O => a peptide + a peptide"
"YBR063C"	"YBR063C"	"YBR063C"	366970	368184	"Unknown"	NA	NA	NA
"MGR2"	"YPL098C"	"YPL098C"	364386	364727	"Mitochondrial Genome Required"	NA	NA	NA
"YKL044W"	"YKL044W"	"YKL044W"	356322	356642	"Unknown"	NA	NA	NA
"ALG7"	"ALG7"	"YBR243C"	705447	706793	"UDP-<em>N</em>-acetylglucosamine&mdash;dolichyl-phosphate <em>N</em>-acetylglucosaminephosphotransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"2.7.8.15"	"a dolichyl phosphate + UDP-N-acetyl-alpha-D-glucosamine => N-acetyl-alpha-D-glucosaminyl-diphosphodolichol + UMP"
"YAL037C-A"	"YAL037C-A"	"YAL037C-A"	73426	73518	"Unknown"	NA	NA	NA
"RPC17"	"YJL011C"	"YJL011C"	414285	414770	"RNA Polymerase C"	NA	NA	"a nucleoside triphosphate + RNA(n) = RNA(n+1) + diphosphate"
"YJR142W"	"YJR142W"	"YJR142W"	697141	698169	"Unknown"	NA	NA	NA
"STE14"	"YDR410C"	"YDR410C"	1292372	1293091	"STErile"	NA	"2.1.1.100"	"a [protein] C-terminal S-farnesyl-L-cysteine + S-adenosyl-L-methionine => a [protein] C-terminal S-farnesyl-L-cysteine methyl ester + S-adenosyl-L-homocysteine"
"SIS2"	"SIS2"	"YKR072C"	576435	578123	"phosphopantothenoylcysteine decarboxylase subunit"	"coenzyme A biosynthesis"	NA	"R-4'-phosphopantothenoyl-L-cysteine + H+ => 4'-phosphopantetheine + CO2"
"MST1"	"YKL194C"	"YKL194C"	77258	78646	"Mitochondrial aminoacyl-tRNA Synthetase, Threonine"	"tRNA charging"	NA	"a tRNAthr + L-threonine + ATP => an L-threonyl-[tRNAthr] + AMP + diphosphate"
"YJR011C"	"YJR011C"	"YJR011C"	458641	459426	"Unknown"	NA	NA	NA
"ACO1"	"ACO1"	"YLR304C"	735212	737548	"aconitase"	"glyoxylate cycle // TCA cycle, aerobic respiration"	NA	"cis-aconitate + H2O <=> D-threo-isocitrate;citrate <=> cis-aconitate + H2O;citrate <=> D-threo-isocitrate"
"CAB1"	"CAB1"	"YDR531W"	1498232	1499335	"pantothenate kinase"	"phosphopantothenate biosynthesis"	NA	"(R)-pantothenate + ATP => (R)-4'-phosphopantothenate + ADP + H+"
"ROG3"	"YFR022W"	"YFR022W"	196833	199034	"Revertant Of Glycogen synthase kinase mutation"	NA	NA	NA
"YJL049W"	"YJL049W"	"YJL049W"	345973	347325	"Unknown"	NA	NA	NA
"SEC17"	"YBL050W"	"YBL050W"	125125	126119	"SECretory"	NA	NA	NA
"YPR036W-A"	"YPR036W-A"	"YPR036W-A"	645950	646153	"Unknown"	NA	NA	NA
"RPL26A"	"YLR344W"	"YLR344W"	819312	820142	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"YIR020C"	"YIR020C"	"YIR020C"	394255	394557	"Unknown"	NA	NA	NA
"PET111"	"YMR257C"	"YMR257C"	779629	782031	"PETite colonies"	NA	NA	NA
"LTP1"	"YPR073C"	"YPR073C"	691933	692418	"Unknown"	NA	NA	"a [protein]-L-tyrosine phosphate + H2O => a [protein]-L-tyrosine + phosphate"
"MDY2"	"YOL111C"	"YOL111C"	108258	108896	"Mating-Deficient Yeast"	NA	NA	NA
"YIL055C"	"YIL055C"	"YIL055C"	252042	253925	"Unknown"	NA	NA	NA
"PTC1"	"YDL006W"	"YDL006W"	439909	440754	"Phosphatase type Two C"	NA	"3.1.3.16"	"a [protein] (L-serine/L-threonine) phosphate + H2O => a [protein]-(L-serine/L-threonine) + phosphate"
"YPL191C"	"YPL191C"	"YPL191C"	183597	184679	"Unknown"	NA	NA	NA
"MIM1"	"YOL026C"	"YOL026C"	274012	274353	"Mitochondrial IMport"	NA	NA	NA
"YHR175W-A"	"YHR175W-A"	"YHR175W-A"	453558	453707	"Unknown"	NA	NA	NA
"PHB2"	"YGR231C"	"YGR231C"	952548	953480	"ProHiBitin"	NA	NA	NA
"YPL014W"	"YPL014W"	"YPL014W"	527547	528692	"Unknown"	NA	NA	NA
"GPI2"	"YPL076W"	"YPL076W"	410443	411285	"GlycosylPhosphatidylInositol anchor biosynthesis"	NA	"2.4.1.198"	"an L-1-phosphatidyl-inositol + UDP-N-acetyl-alpha-D-glucosamine = a 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + UDP + H+"
"YHR097C"	"YHR097C"	"YHR097C"	297385	298609	"Unknown"	NA	NA	NA
"ZTA1"	"ZTA1"	"YBR046C"	330507	331511	"quinone oxidoreductase"	NA	NA	"2 a quinone + NADPH + H+ => 2 a semiquinone + NADP+"
"YOR008C-A"	"YOR008C-A"	"YOR008C-A"	342857	343081	"Unknown"	NA	NA	NA
"DAL81"	"YIR023W"	"YIR023W"	399777	402689	"Degradation of Allantoin"	NA	NA	NA
"YHL017W"	"YHL017W"	"YHL017W"	70276	71874	"Unknown"	NA	NA	NA
"RVS167"	"YDR388W"	"YDR388W"	1250186	1251634	"Reduced Viability on Starvation"	NA	NA	NA
"YOR238W"	"YOR238W"	"YOR238W"	783677	784588	"Unknown"	NA	NA	NA
"SNU114"	"YKL173W"	"YKL173W"	122517	125543	"Small NUclear ribonucleoprotein associated"	NA	NA	NA
"YGR169C-A"	"YGR169C-A"	"YGR169C-A"	836387	836665	"Unknown"	NA	NA	NA
"CBF5"	"CBF5"	"YLR175W"	506134	507585	"pseudouridylate synthase"	NA	NA	"a uridine55 in tRNA => a pseudouridine55 in tRNA;D-ribofuranose 5-phosphate + uracil = pseudouridine 5'-phosphate + H2O"
"YOL163W"	"YOL163W"	"YOL163W"	9597	10106	"Unknown"	NA	NA	NA
"LOC1"	"YFR001W"	"YFR001W"	149110	149724	"LOCalization of ASH1 mRNA"	NA	NA	NA
"YGR067C"	"YGR067C"	"YGR067C"	622372	624786	"Unknown"	NA	NA	NA
"LSM2"	"YBL026W"	"YBL026W"	170623	171038	"Like SM"	NA	NA	NA
"YNL067W-B"	"YNL067W-B"	"YNL067W-B"	499417	499557	"Unknown"	NA	NA	NA
"BUD6"	"YLR319C"	"YLR319C"	769318	771684	"BUD site selection"	NA	NA	NA
"YGL230C"	"YGL230C"	"YGL230C"	63772	64215	"Unknown"	NA	NA	NA
"PEP5"	"YMR231W"	"YMR231W"	733545	736634	"carboxyPEPtidase Y-deficient"	NA	NA	NA
"YNL320W"	"YNL320W"	"YNL320W"	37700	38554	"Unknown"	NA	NA	NA
"HAL9"	"YOL089C"	"YOL089C"	150398	153490	"HALotolerance"	NA	NA	NA
"YFL041W-A"	"YFL041W-A"	"YFL041W-A"	48734	48925	"Unknown"	NA	NA	NA
"GIT1"	"YCR098C"	"YCR098C"	297049	298605	"GlycerophosphoInosiTol"	NA	NA	NA
"YNL122C"	"YNL122C"	"YNL122C"	398023	398370	"Unknown"	NA	NA	NA
"TOP1"	"YOL006C"	"YOL006C"	313078	315387	"TOPoisomerase"	NA	"5.99.1.2"	"a negatively supercoiled DNA = a relaxed DNA"
"YER190C-B"	"YER190C-B"	"YER190C-B"	575680	576162	"Unknown"	NA	NA	NA
"ZPR1"	"YGR211W"	"YGR211W"	915241	916701	"Zinc finger PRotein"	NA	NA	NA
"YMR175W-A"	"YMR175W-A"	"YMR175W-A"	611314	611508	"Unknown"	NA	NA	NA
"CAM1"	"YPL048W"	"YPL048W"	464401	465648	"Calcium And Membrane-binding protein"	NA	NA	NA
"YER084W"	"YER084W"	"YER084W"	327065	327451	"Unknown"	NA	NA	NA
"RIB1"	"RIB1"	"YBL033C"	158656	159693	"GTP cyclohydrolase II"	"flavin biosynthesis III (fungi)"	NA	"GTP + 3 H2O => 2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + formate + diphosphate + 2 H+"
"YMR265C"	"YMR265C"	"YMR265C"	796540	797925	"Unknown"	NA	NA	NA
"SGN1"	"YIR001C"	"YIR001C"	356143	356895	"Slower Growth on Non-fermentable carbon sources"	NA	NA	NA
"COX26"	"YDR119W-A"	"YDR119W-A"	691014	691214	"Unknown"	NA	NA	NA
"YPR1"	"YDR368W"	"YDR368W"	1213904	1214842	"Yeast Putative Reductase"	NA	NA	NA
"YMR144W"	"YMR144W"	"YMR144W"	553362	554390	"Unknown"	NA	NA	NA
"DBR1"	"YKL149C"	"YKL149C"	167612	168829	"DeBRanching"	NA	NA	NA
"YDR444W"	"YDR444W"	"YDR444W"	1350290	1352353	"Unknown"	NA	NA	NA
"MHT1"	"MHT1"	"YLL062C"	16639	17613	"S-Methylmethionine Homocysteine methylTransferase"	NA	NA	"L-homocysteine + S-adenosyl-L-methionine => L-methionine + S-adenosyl-L-homocysteine + H+;L-homocysteine + S-methyl-L-methionine => 2 L-methionine + H+"
"YML083C"	"YML083C"	"YML083C"	99794	101050	"Unknown"	NA	NA	NA
"BUD27"	"YFL023W"	"YFL023W"	90986	93376	"BUD site selection"	NA	NA	NA
"YDR222W"	"YDR222W"	"YDR222W"	910054	911301	"Unknown"	NA	NA	NA
"PDR3"	"YBL005W"	"YBL005W"	217470	220400	"Pleiotropic Drug Resistance"	NA	NA	NA
"YLR342W-A"	"YLR342W-A"	"YLR342W-A"	815810	815983	"Unknown"	NA	NA	NA
"MEC3"	"YLR288C"	"YLR288C"	713480	714904	"Mitosis Entry Checkpoint"	NA	NA	NA
"YLR413W"	"YLR413W"	"YLR413W"	951156	953183	"Unknown"	NA	NA	NA
"CEF1"	"YMR213W"	"YMR213W"	693381	695153	"CErevisiae homolog of cdc Five"	NA	NA	NA
"YDL027C"	"YDL027C"	"YDL027C"	403695	404957	"Unknown"	NA	NA	NA
"RTG1"	"YOL067C"	"YOL067C"	201985	202518	"ReTroGrade regulation"	NA	NA	NA
"YLR243W"	"YLR243W"	"YLR243W"	624203	625021	"Unknown"	NA	NA	NA
"ERS1"	"YCR075C"	"YCR075C"	248033	248815	"ERd Suppressor"	NA	NA	NA
"YCR050C"	"YCR050C"	"YCR050C"	213464	213772	"Unknown"	NA	NA	NA
"PDR18"	"YNR070W"	"YNR070W"	765375	769376	"Pleiotropic Drug Resistance"	NA	NA	NA
"YLR049C"	"YLR049C"	"YLR049C"	243886	245172	"Unknown"	NA	NA	NA
"UBR1"	"YGR184C"	"YGR184C"	859901	865753	"RING-type E3 ubiquitin transferase UBR1"	NA	NA	"an [E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine + a [protein]-L-lysine = an [E2 ubiquitin-conjugating enzyme]-L-cysteine + a [protein]-N6-monoubiquitinyl-L-lysine + H+"
"YBR296C-A"	"YBR296C-A"	"YBR296C-A"	800123	800242	"Unknown"	NA	NA	NA
"SKS1"	"YPL026C"	"YPL026C"	500675	502183	"Suppressor Kinase of SNF3"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"YKL023C-A"	"YKL023C-A"	"YKL023C-A"	393146	393373	"Unknown"	NA	NA	NA
"YMR1"	"YJR110W"	"YJR110W"	633615	635681	"phosphatidylinositol-3-phosphatase"	NA	NA	"a 1-phosphatidyl-1D-myo-inositol 3-phosphate + H2O => an L-1-phosphatidyl-inositol + phosphate"
"YBR284W"	"YBR284W"	"YBR284W"	771239	773632	"Unknown"	NA	NA	NA
"TID3"	"YIL144W"	"YIL144W"	78074	80149	"Two-hybrid Interaction with Dmc1p"	NA	NA	NA
"YKR011C"	"YKR011C"	"YKR011C"	461635	462696	"Unknown"	NA	NA	NA
"SVF1"	"YDR346C"	"YDR346C"	1167214	1168659	"SurVival Factor"	NA	NA	NA
"YRO2"	"YBR054W"	"YBR054W"	343101	344135	"Unknown"	NA	NA	NA
"SRP21"	"YKL122C"	"YKL122C"	212495	212998	"Signal Recognition Particle"	NA	NA	NA
"YKL023W"	"YKL023W"	"YKL023W"	393721	394554	"Unknown"	NA	NA	NA
"PRS1"	"PRS1"	"YKL181W"	107316	108599	"ribose-phosphate pyrophosphokinase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes) // PRPP biosynthesis"	NA	"D-ribose 5-phosphate + ATP => 5-phospho-alpha-D-ribose 1-diphosphate + AMP + H+"
"YAL044W-A"	"YAL044W-A"	"YAL044W-A"	57518	57850	"Unknown"	NA	NA	NA
"OTU1"	"YFL044C"	"YFL044C"	44655	45560	"Ovarian TUmor"	NA	NA	NA
"YJR124C"	"YJR124C"	"YJR124C"	652892	654238	"Unknown"	NA	NA	NA
"UIP3"	"YAR027W"	"YAR027W"	183770	184477	"Ulp1 Interacting Protein"	NA	NA	NA
"YJR107W"	"YJR107W"	"YJR107W"	627340	628326	"YJR107W"	NA	NA	NA
"RED1"	"YLR263W"	"YLR263W"	670340	672823	"REDuctional division"	NA	NA	NA
"YJL213W"	"YJL213W"	"YJL213W"	32163	33158	"Unknown"	NA	NA	NA
"SPG5"	"YMR191W"	"YMR191W"	645656	646777	"Stationary Phase Gene"	NA	NA	NA
"ADK1"	"ADK1"	"YDR226W"	916486	917154	"adenylate kinase 1"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	NA	"AMP + ATP => 2 ADP;ATP + dAMP = ADP + dADP"
"PER1"	"YCR044C"	"YCR044C"	206877	207950	"protein Processing in the ER"	NA	NA	NA
"YJL027C"	"YJL027C"	"YJL027C"	391833	392249	"Unknown"	NA	NA	NA
"PET494"	"YNR045W"	"YNR045W"	706139	707608	"PETite colonies"	NA	NA	NA
"YPR174C"	"YPR174C"	"YPR174C"	888043	888708	"Unknown"	NA	NA	NA
"PTI1"	"YGR156W"	"YGR156W"	800546	801823	"PTa1p Interacting protein"	NA	NA	NA
"Egh1"	"YIR007W"	"YIR007W"	370704	372998	"ergosteryl-&beta;-glucosidase"	NA	NA	"cholesteryl-beta-D-glucoside + H2O => cholesterol + D-glucopyranose;ergosterol 3-O-beta-D-glucoside + H2O => ergosterol + D-glucopyranose"
"DBP6"	"YNR038W"	"YNR038W"	695595	697484	"Dead Box Protein"	NA	NA	NA
"YPR015C"	"YPR015C"	"YPR015C"	590283	591026	"Unknown"	NA	NA	NA
"CCM1"	"YGR150C"	"YGR150C"	790459	793053	"COB and COX1 mRNA maturation"	NA	NA	NA
"YIL029C"	"YIL029C"	"YIL029C"	300829	301257	"Unknown"	NA	NA	NA
"ULA1"	"YPL003W"	"YPL003W"	552020	553408	"Ubiquitin-Like protein Activation"	NA	NA	NA
"YPL150W"	"YPL150W"	"YPL150W"	268188	270893	"Unknown"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"POG1"	"YIL122W"	"YIL122W"	130610	131665	"Promoter Of Growth"	NA	NA	NA
"YHR214W"	"YHR214W"	"YHR214W"	541651	542262	"Unknown"	NA	NA	NA
"MRPL35"	"YDR322W"	"YDR322W"	1110589	1111692	"Mitochondrial Ribosomal Protein, Large subunit"	NA	NA	NA
"YOR034C-A"	"YOR034C-A"	"YOR034C-A"	397426	397668	"Unknown"	NA	NA	NA
"OLI1"	"Q0130"	"Q0130"	46723	46953	"OLIgomycin resistance"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	NA	"ADP + phosphate + 4 H+[out] <=> ATP + H2O + 3 H+[in]"
"YHR054C"	"YHR054C"	"YHR054C"	213185	214249	"Unknown"	NA	NA	NA
"YJU3"	"YKL094W"	"YKL094W"	263349	264290	"monoacylglycerol lipase"	"triacylglycerol degradation // monoacylglycerol metabolism"	"3.1.1.23 "	"1-oleoyl-sn-glycerol + H2O => glycerol + oleate + H+;2-oleoylglycerol + H2O => glycerol + oleate + H+;a 1-monoglyceride + H2O => a fatty acid + glycerol + H+"
"YOR387C"	"YOR387C"	"YOR387C"	1069621	1070241	"Unknown"	NA	NA	NA
"RAM2"	"RAM2"	"YKL019W"	402568	403518	"protein farnesyltransferase, alpha subunit"	NA	NA	"geranylgeranyl diphosphate + a [protein]-L-cysteine = a [protein]-S-geranylgeranyl-L-cysteine + diphosphate"
"YGL194C-A"	"YGL194C-A"	"YGL194C-A"	139719	139961	"Unknown"	NA	NA	NA
"TIM9"	"YEL020W-A"	"YEL020W-A"	117211	117474	"Translocase of the Inner Mitochondrial membrane"	NA	NA	NA
"YOR214C"	"YOR214C"	"YOR214C"	745593	746303	"Unknown"	NA	NA	NA
"GEM1"	"YAL048C"	"YAL048C"	52801	54789	"GTPase EF-hand protein of Mitochondria"	NA	NA	NA
"YGR237C"	"YGR237C"	"YGR237C"	963298	965655	"Unknown"	NA	NA	NA
"YLR224W"	"YLR224W"	"YLR224W"	586464	587573	"YLR224W"	NA	NA	NA
"YOL131W"	"YOL131W"	"YOL131W"	73031	73357	"Unknown"	NA	NA	NA
"MSS11"	"YMR164C"	"YMR164C"	587274	589550	"Multicopy Suppressor of STA genes"	NA	NA	NA
"YGR050C"	"YGR050C"	"YGR050C"	592086	592442	"Unknown"	NA	NA	NA
"MAK32"	"YCR019W"	"YCR019W"	152837	153928	"MAintenance of Killer"	NA	NA	NA
"YNR034W-A"	"YNR034W-A"	"YNR034W-A"	692561	692857	"Unknown"	NA	NA	NA
"PRP2"	"YNR011C"	"YNR011C"	644320	646950	"Pre-mRNA Processing"	NA	NA	NA
"YGL159W"	"YGL159W"	"YGL159W"	202721	203833	"Unknown"	NA	NA	NA
"UTP8"	"YGR128C"	"YGR128C"	747950	750091	"U Three Protein"	NA	NA	NA
"YNL217W"	"YNL217W"	"YNL217W"	240331	241311	"Unknown"	NA	NA	NA
"FIT3"	"YOR383C"	"YOR383C"	1060441	1061055	"Facilitator of Iron Transport"	NA	NA	NA
"YFR039C"	"YFR039C"	"YFR039C"	232012	233544	"Unknown"	NA	NA	NA
"XBP1"	"YIL101C"	"YIL101C"	175307	177250	"XhoI site-Binding Protein"	NA	NA	NA
"YNL095C"	"YNL095C"	"YNL095C"	444912	446840	"Unknown"	NA	NA	NA
"CFT1"	"YDR301W"	"YDR301W"	1063352	1067425	"Cleavage Factor Two"	NA	NA	NA
"YER053C-A"	"YER053C-A"	"YER053C-A"	260933	261046	"Unknown"	NA	NA	NA
"RPL36B"	"YPL249C-A"	"YPL249C-A"	75699	76239	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"YMR182W-A"	"YMR182W-A"	"YMR182W-A"	625811	625897	"Unknown"	NA	NA	NA
"YKL069W"	"YKL069W"	"YKL069W"	307285	307827	"YKL069W"	NA	NA	NA
"YER076C"	"YER076C"	"YER076C"	312590	313498	"Unknown"	NA	NA	NA
"CPR7"	"CPR7"	"YJR032W"	491081	492262	"cyclophilin 40"	NA	NA	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"
"YMR252C"	"YMR252C"	"YMR252C"	775315	775719	"Unknown"	NA	NA	NA
"ISC10"	"YER180C"	"YER180C"	549724	550527	"message Induced in Sporogenesis in S. Cervisiae"	NA	NA	NA
"YDR524W-C"	"YDR524W-C"	"YDR524W-C"	1489403	1489492	"Unknown"	NA	NA	NA
"DRS2"	"YAL026C"	"YAL026C"	95630	99697	"Deficiency of Ribosomal Subunits"	NA	"3.6.3.1"	"a phospholipid[in] + ATP + H2O => a phospholipid[out] + ADP + phosphate + H+"
"YMR111C"	"YMR111C"	"YMR111C"	492404	493792	"Unknown"	NA	NA	NA
"COQ9"	"YLR201C"	"YLR201C"	549511	550293	"COenzyme Q"	NA	NA	NA
"YDR374C"	"YDR374C"	"YDR374C"	1223474	1224394	"Unknown"	NA	NA	NA
