"Gene.Name"	"Accession.1"	"Left.End.Position"	"Right.End.Position"	"Product"	"Pathways.of.gene"	"gene_standard_name"	"check"
"YGL117W"	"YGL117W"	288512	289309	"Unknown"	""	"YGL117W"	TRUE
"PHO89"	"YBR296C"	796798	798522	"PHOsphate metabolism"	""	"YBR296C"	TRUE
"YNL195C"	"YNL195C"	271523	272308	"Unknown"	""	"YNL195C"	TRUE
"YIF1"	"YNL263C"	146896	147840	"YIP1-Interacting Factor"	""	"YNL263C"	TRUE
"YFR018C"	"YFR018C"	183131	184222	"Unknown"	""	"YFR018C"	TRUE
"ORM1"	"YGR038W"	560682	561350	"ORM1"	""	"YGR038W"	TRUE
"YNL046W"	"YNL046W"	542304	542822	"Unknown"	""	"YNL046W"	TRUE
"RRP36"	"YOR287C"	850937	851839	"Ribosomal RNA Processing"	""	"YOR287C"	TRUE
"YEL076C-A"	"YEL076C-A"	4185	5114	"Unknown"	""	"YEL076C-A"	TRUE
"BET1"	"YIL004C"	347946	348505	"Blocked Early in Transport"	""	"YIL004C"	TRUE
"YML100W-A"	"YML100W-A"	70138	70311	"Unknown"	""	"YML100W-A"	TRUE
"EBS1"	"YDR206W"	862054	864708	"Est1-like Bcy1 Suppressor"	""	"YDR206W"	TRUE
"YEL076C"	"YEL076C"	4464	5114	"Unknown"	""	"YEL076C"	TRUE
"MRD1"	"YPR112C"	749256	751919	"Multiple RNA-binding domain"	""	"YPR112C"	TRUE
"YMR206W"	"YMR206W"	675896	676837	"Unknown"	""	"YMR206W"	TRUE
"NMD5"	"YJR132W"	669522	672668	"NMD5"	""	"YJR132W"	TRUE
"YDR194W-A"	"YDR194W-A"	848071	848223	"Unknown"	""	"YDR194W-A"	TRUE
"GND1"	"GND1"	470960	472429	"6-phosphogluconate dehydrogenase, decarboxylating 1"	"pentose phosphate pathway (oxidative branch)"	"YHR183W"	FALSE
"YMR085W"	"YMR085W"	437491	438789	"Unknown"	""	"YMR085W"	TRUE
"AST2"	"YER101C"	360502	361794	"ATPase STabilizing"	""	"YER101C"	TRUE
"YDR338C"	"YDR338C"	1147379	1149466	"Unknown"	""	"YDR338C"	TRUE
"SUL2"	"YLR092W"	323544	326225	"SULfate metabolism"	""	"YLR092W"	TRUE
"YML003W"	"YML003W"	263483	264355	"Unknown"	""	"YML003W"	TRUE
"BUB2"	"YMR055C"	386101	387021	"Budding Uninhibited by Benzimidazole"	""	"YMR055C"	TRUE
"YDR114C"	"YDR114C"	681924	682226	"Unknown"	""	"YDR114C"	TRUE
"CHK1"	"YBR274W"	749594	751177	"CHeckpoint Kinase"	""	"YBR274W"	TRUE
"YLR154C-G"	"YLR154C-G"	462522	462671	"Unknown"	""	"YLR154C-G"	TRUE
"VPS75"	"YNL246W"	185460	186349	"Vacuolar Protein Sorting"	""	"YNL246W"	TRUE
"YDL180W"	"YDL180W"	135896	137539	"Unknown"	""	"YDL180W"	TRUE
"PEX31"	"YGR004W"	502938	504326	"PEroXisome related"	""	"YGR004W"	TRUE
"YLR312C"	"YLR312C"	757637	758833	"Unknown"	""	"YLR312C"	TRUE
"DSE3"	"YOR264W"	818866	820158	"Daughter Specific Expression"	""	"YOR264W"	TRUE
"YCR108C"	"YCR108C"	315997	316188	"Unknown"	""	"YCR108C"	TRUE
"SCH9"	"YHR205W"	509363	511837	"SCH9"	""	"YHR205W"	TRUE
"YLR173W"	"YLR173W"	502421	504247	"Unknown"	""	"YLR173W"	TRUE
"ATC1"	"YDR184C"	830629	831513	"Aip Three Complex"	""	"YDR184C"	TRUE
"ASR1"	"YPR093C"	719558	720424	"Alcohol Sensitive Ring/PHD finger"	""	"YPR093C"	TRUE
"AIM25"	"YJR100C"	616351	617334	"Altered Inheritance of Mitochondria"	""	"YJR100C"	TRUE
"INM1"	"INM1"	197398	198285	"inositol monophosphatase"	"<i>myo</i>-inositol biosynthesis"	"YHR046C"	FALSE
"VTC1"	"YER072W"	302806	303195	"Vacuolar Transporter Chaperone"	""	"YER072W"	TRUE
"BUD20"	"YLR074C"	281956	282456	"BUD site selection"	""	"YLR074C"	TRUE
"YMR034C"	"YMR034C"	339418	340722	"YMR034C"	""	"YMR034C"	TRUE
"SRB6"	"YBR253W"	723270	723635	"Suppressor of RNA polymerase B"	""	"YBR253W"	TRUE
"ATG4"	"YNL223W"	227370	228854	"AuTophaGy related"	""	"YNL223W"	TRUE
"RAI1"	"YGL246C"	37617	38780	"Rat1p Interacting Protein"	""	"YGL246C"	TRUE
"PUS7"	"YOR243C"	790211	792241	"PseudoUridine Synthase"	""	"YOR243C"	TRUE
"SSP1"	"YHR184W"	472744	474459	"SSP1"	""	"YHR184W"	TRUE
"SEC5"	"YDR166C"	786306	789221	"SECretory"	""	"YDR166C"	TRUE
"UBA3"	"YPR066W"	681213	682112	"UBiquitin-like protein-Activating enzyme"	""	"YPR066W"	TRUE
"AIM24"	"YJR080C"	580432	581616	"Altered Inheritance rate of Mitochondria"	""	"YJR080C"	TRUE
"SCW4"	"SCW4"	1048798	1049958	"glucosidase"	""	"YGR279C"	FALSE
"TPA1"	"YER049W"	251728	253662	"Termination and PolyAdenylation"	""	"YER049W"	TRUE
"IES3"	"YLR052W"	247201	247953	"Ino Eighty Subunit"	""	"YLR052W"	TRUE
"BUD22"	"YMR014W"	298868	300427	"BUD site selection"	""	"YMR014W"	TRUE
"SLX1"	"YBR228W"	675313	676227	"Synthetic Lethal of unknown (X) function"	""	"YBR228W"	TRUE
"SLZ1"	"YNL196C"	270275	271171	"SLZ1"	""	"YNL196C"	TRUE
"SDT1"	"YGL224C"	78015	78857	"Suppressor of Disruption of TFIIS"	""	"YGL224C"	TRUE
"RUD3"	"YOR216C"	747525	748979	"Relieves Uso1-1 transport Defect"	""	"YOR216C"	TRUE
"PEX18"	"YHR160C"	419221	420072	"PEroXin"	""	"YHR160C"	TRUE
"DOP1"	"YDR141C"	734901	739997	"homolog of A. nidulans DOPey"	""	"YDR141C"	TRUE
"TIF5"	"YPR041W"	648704	649921	"Translation Initiation Factor"	""	"YPR041W"	TRUE
"HIT1"	"YJR055W"	538772	539266	"HIgh Temperature growth"	""	"YJR055W"	TRUE
"ERG1"	"ERG1"	846933	848423	"squalene monooxygenase"	"superpathway of ergosterol biosynthesis // epoxysqualene biosynthesis"	"YGR175C"	FALSE
"SMB1"	"YER029C"	212587	213177	"SM complex B protein"	""	"YER029C"	TRUE
"IZH3"	"YLR023C"	185498	187129	"Implicated in Zinc Homeostasis"	""	"YLR023C"	TRUE
"GPH1"	"GPH1"	861306	864014	"glycogen phosphorylase"	"chitin biosynthesis // glycogen degradation II"	"YPR160W"	FALSE
"GTR1"	"YML121W"	26930	27862	"GTp binding protein Resemblance"	""	"YML121W"	TRUE
"DER1"	"YBR201W"	623576	624211	"Degradation in the Endoplasmic Reticulum"	""	"YBR201W"	TRUE
"NOP13"	"YNL175C"	307401	308612	"NucleOlar Protein"	""	"YNL175C"	TRUE
"MCM6"	"YGL201C"	117854	120907	"MiniChromosome Maintenance"	""	"YGL201C"	TRUE
"THI72"	"YOR192C"	698768	700567	"THI7 homologue 2"	""	"YOR192C"	TRUE
"RPL4B"	"YDR012W"	471853	472941	"Ribosomal Protein of the Large subunit"	""	"YDR012W"	TRUE
"RPC10"	"YHR143W-A"	387233	387445	"RNA Polymerase C"	""	"YHR143W-A"	TRUE
"VBA4"	"YDR119W"	688227	690533	"Vacuolar Basic Amino acid transporter"	""	"YDR119W"	TRUE
"ATP20"	"YPR020W"	599870	600217	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YPR020W"	TRUE
"RAD26"	"YJR035W"	497355	500612	"RADiation sensitive"	""	"YJR035W"	TRUE
"OST5"	"OST5"	72749	73158	"oligosaccharyl transferase complex &zeta; subunit"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"YGL226C-A"	FALSE
"NUG1"	"YER006W"	162723	164285	"NUclear GTPase"	""	"YER006W"	TRUE
"SSL1"	"YLR005W"	160049	161434	"Suppressor of Stem-Loop mutation"	""	"YLR005W"	TRUE
"PNG1"	"PNG1"	366927	368018	"peptide:N-glycanase"	""	"YPL096W"	FALSE
"TAF13"	"YML098W"	77267	77770	"TATA binding protein-Associated Factor"	""	"YML098W"	TRUE
"DTR1"	"YBR180W"	589741	591459	"DiTyRosine"	""	"YBR180W"	TRUE
"INN1"	"YNL152W"	346313	347542	"required for INgressioN"	""	"YNL152W"	TRUE
"MPT5"	"YGL178W"	167352	170571	"Multicopy suppressor of Pop Two"	""	"YGL178W"	TRUE
"GLN4"	"YOR168W"	649303	651732	"glutamine tRNA synthetase"	"tRNA charging"	"YOR168W"	TRUE
"MFG1"	"YDL233W"	36797	38173	"Morphogenetic regulator of Filamentous Growth"	""	"YDL233W"	TRUE
"COX23"	"YHR116W"	341665	342120	"Cytochrome OXidase"	"aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	"YHR116W"	TRUE
"GRX3"	"YDR098C"	644178	644930	"reduced glutaredoxin 3 // oxidized glutaredoxin 3"	"glutathione-glutaredoxin redox reactions // glutathione-glutaredoxin system"	"YDR098C"	TRUE
"YRF1-7"	"YPL283C"	280	6007	"YRF1-7"	""	"YPL283C"	TRUE
"MPP10"	"YJR002W"	438865	440646	"M Phase Phosphoproteins"	""	"YJR002W"	TRUE
"ATE1"	"ATE1"	459854	461365	"arginyl-tRNA-protein transferase"	""	"YGL017W"	FALSE
"MAK10"	"YEL053C"	53901	56102	"MAintenance of Killer"	""	"YEL053C"	TRUE
"FPS1"	"YLL043W"	49938	51947	"fdp1 Suppressor"	""	"YLL043W"	TRUE
"CPA1"	"CPA1"	882899	884134	"carbamoyl phosphate synthetase"	"citrulline biosynthesis // glutamine degradation I // arginine biosynthesis // urea cycle"	"YOR303W"	FALSE
"ITT1"	"YML068W"	137550	138944	"ITT1"	""	"YML068W"	TRUE
"SLI15"	"YBR156C"	551104	553200	"Synthetically Lethal with Ipl1"	""	"YBR156C"	TRUE
"SPC98"	"YNL126W"	387227	389767	"Spindle Pole Component"	""	"YNL126W"	TRUE
"RCK1"	"YGL158W"	207033	208571	"Radiation sensitivity Complementing Kinase"	""	"YGL158W"	TRUE
"SPP2"	"YOR148C"	608640	609197	"Suppressor of PrP"	""	"YOR148C"	TRUE
"SHR3"	"YDL212W"	78426	79058	"Super high Histidine Resistant"	""	"YDL212W"	TRUE
"HXT4"	"YHR092C"	287081	288811	"HeXose Transporter"	""	"YHR092C"	TRUE
"SHU2"	"YDR078C"	602198	602869	"Suppressor of HydroxyUrea sensitivity"	""	"YDR078C"	TRUE
"HFI1"	"YPL254W"	69485	70951	"Histone H2A Functional Interactor"	""	"YPL254W"	TRUE
"PHO90"	"YJL198W"	60844	63489	"PHOsphate metabolism"	""	"YJL198W"	TRUE
"ADK2"	"ADK2"	525974	526651	"mitochondrial GTP:AMP phosphotransferase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YER170W"	FALSE
"MCM3"	"YEL032W"	86937	89852	"MiniChromosome Maintenance"	""	"YEL032W"	TRUE
"POM33"	"YLL023C"	97997	98836	"POre Membrane, 33 kDa"	""	"YLL023C"	TRUE
"HEM15"	"HEM15"	662401	663582	"protoheme ferrolyase"	"superpathway of heme biosynthesis // heme biosynthesis"	"YOR176W"	FALSE
"RSE1"	"YML049C"	174220	178305	"RNA Splicing and ER to Golgi transport"	""	"YML049C"	TRUE
"HSL7"	"YBR133C"	501804	504287	"Histone Synthetic Lethal"	""	"YBR133C"	TRUE
"AIM37"	"YNL100W"	437613	438317	"Altered Inheritance rate of Mitochondria"	""	"YNL100W"	TRUE
"PCL10"	"YGL134W"	255663	256964	"Pho85 CycLin"	""	"YGL134W"	TRUE
"PFY1"	"YOR122C"	552298	552887	"ProFilin of Yeast"	""	"YOR122C"	TRUE
"RPL35A"	"YDL191W"	117664	118517	"Ribosomal Protein of the Large subunit"	""	"YDL191W"	TRUE
"PCL5"	"YHR071W"	237004	237693	"Pho85 CycLin"	""	"YHR071W"	TRUE
"YOS9"	"YDR057W"	565927	567555	"Yeast OS-9 homolog"	""	"YDR057W"	TRUE
"VMA11"	"YPL234C"	104946	105440	"Vacuolar Membrane Atpase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YPL234C"	TRUE
"RPL17B"	"YJL177W"	90786	91657	"Ribosomal Protein of the Large subunit"	""	"YJL177W"	TRUE
"YAT2"	"YAT2"	202192	204963	"carnitine acetyltransferase"	"carnitine shuttle"	"YER024W"	FALSE
"VAB2"	"YEL005C"	145907	146755	"VAc8p Binding"	""	"YEL005C"	TRUE
"SFI1"	"YLL003W"	143201	146041	"Suppressor of Fermentation Induced loss of stress resistance"	""	"YLL003W"	TRUE
"ALG6"	"ALG6"	329417	331051	"(mannosyl)<sub>9</sub>-(<i>N</i>-acetylglucosaminyl)<sub>2</sub>-diphosphodolichol glucosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"YOR002W"	FALSE
"RPS17A"	"YML024W"	225889	226697	"Ribosomal Protein of the Small subunit"	""	"YML024W"	TRUE
"YSA1"	"YBR111C"	461178	461873	"YSA1"	""	"YBR111C"	TRUE
"PMS1"	"YNL082W"	473391	476012	"PostMeiotic Segregation"	""	"YNL082W"	TRUE
"SLD3"	"YGL113W"	295932	297938	"Synthetically Lethal with Dpb11-1"	""	"YGL113W"	TRUE
"RPS7A"	"YOR096W"	505794	506767	"Ribosomal Protein of the Small subunit"	""	"YOR096W"	TRUE
"CDC9"	"YDL164C"	164987	167254	"Cell Division Cycle"	""	"YDL164C"	TRUE
"FSH1"	"YHR049W"	206462	207193	"Family of Serine Hydrolases"	""	"YHR049W"	TRUE
"MRH1"	"YDR033W"	508147	509109	"Membrane protein Related to Hsp30p"	""	"YDR033W"	TRUE
"NIP7"	"YPL211W"	153495	154040	"Nuclear ImPort"	""	"YPL211W"	TRUE
"DAS1"	"YJL149W"	137379	139370	"Dst1-delta 6-Azauracil Sensitivity"	""	"YJL149W"	TRUE
"EUG1"	"EUG1"	1478608	1480161	"protein disulfide isomerase"	""	"YDR518W"	FALSE
"YRF1-1"	"YDR545W"	1526321	1531711	"YRF1-1"	""	"YDR545W"	TRUE
"BAS1"	"YKR099W"	635851	638286	"BASal"	""	"YKR099W"	TRUE
"BIO4"	"BIO4"	733356	734069	"dethiobiotin synthetase"	"biotin salvage"	"YNR057C"	FALSE
"YLR466C-B"	"YLR466C-B"	1071594	1071710	"Experimental"	""	"YLR466C-B"	TRUE
"RFC5"	"YBR087W"	423765	424829	"Replication Factor C"	""	"YBR087W"	TRUE
"AQR1"	"YNL065W"	503724	505484	"Acids Quinidine Resistance"	""	"YNL065W"	TRUE
"SPC105"	"YGL093W"	334886	337639	"Spindle Pole Component"	""	"YGL093W"	TRUE
"SKI7"	"YOR076C"	469377	471620	"SuperKIller"	""	"YOR076C"	TRUE
"SCM3"	"YDL139C"	211375	212046	"Suppressor of Chromosome Missegregation"	""	"YDL139C"	TRUE
"RPS27B"	"YHR021C"	147871	148669	"Ribosomal Protein of the Small subunit"	""	"YHR021C"	TRUE
"PRM3"	"YPL192C"	182655	183056	"Pheromone-Regulated Membrane protein"	""	"YPL192C"	TRUE
"LSM1"	"YJL124C"	187126	187644	"Like SM"	""	"YJL124C"	TRUE
"SUR2"	"SUR2"	1056551	1057600	"sphingolipid C4-hydroxylase"	"sphingolipid biosynthesis"	"YDR297W"	FALSE
"SLF1"	"YDR515W"	1473429	1474772	"SuLFide production"	""	"YDR515W"	TRUE
"NUP133"	"YKR082W"	592825	596298	"NUclear Pore"	""	"YKR082W"	TRUE
"ZWF1"	"ZWF1"	196426	197943	"glucose-6-phosphate dehydrogenase"	"superpathway NAD/NADP - NADH/NADPH interconversion // NAD/NADP-NADH/NADPH cytosolic interconversion // pentose phosphate pathway (oxidative branch)"	"YNL241C"	FALSE
"RIF2"	"YLR453C"	1041799	1042986	"Rap1p-Interacting Factor"	""	"YLR453C"	TRUE
"TIP1"	"YBR067C"	372103	372735	"Temperature shock-Inducible Protein"	""	"YBR067C"	TRUE
"GPI15"	"YNL038W"	557020	557783	"GlycosylPhosphatidylInositol anchor biosynthesis"	""	"YNL038W"	TRUE
"RSB1"	"YOR049C"	422668	423732	"Resistance to Sphingoid long-chain Base"	""	"YOR049C"	TRUE
"UBP1"	"YDL122W"	242552	244981	"UBiquitin-specific Protease"	""	"YDL122W"	TRUE
"PAU13"	"YHL046C"	11923	12285	"seriPAUperin"	""	"YHL046C"	TRUE
"MRPL40"	"YPL173W"	223143	224036	"Mitochondrial Ribosomal Protein, Large subunit"	""	"YPL173W"	TRUE
"CHS6"	"YJL099W"	239414	241654	"CHitin Synthase-related"	""	"YJL099W"	TRUE
"IPT1"	"IPT1"	589761	591344	"mannosyl-inositol-phosphoceramide inositolphosphotransferase"	"sphingolipid biosynthesis"	"YDR072C"	FALSE
"RSM28"	"YDR494W"	1436930	1438015	"Ribosomal Small subunit of Mitochondria"	""	"YDR494W"	TRUE
"RPS21A"	"YKR057W"	551657	552242	"Ribosomal Protein of the Small subunit"	""	"YKR057W"	TRUE
"LAP2"	"LAP2"	542963	544978	"leukotriene A4 hydrolase"	""	"YNL045W"	FALSE
"SEN1"	"YLR430W"	993434	1000129	"Splicing ENdonuclease"	"tRNA splicing"	"YLR430W"	TRUE
"PRM8"	"YGL053W"	402589	403302	"Pheromone-Regulated Membrane protein"	""	"YGL053W"	TRUE
"CST26"	"YBR042C"	320416	321609	"Chromosome STability"	""	"YBR042C"	TRUE
"HEF3"	"YNL014W"	606319	609453	"Homolog of EF-3"	""	"YNL014W"	TRUE
"CRS5"	"YOR031W"	389213	389422	"Copper-Resistant Suppressor"	""	"YOR031W"	TRUE
"GET3"	"YDL100C"	282112	283176	"Guided Entry of Tailanchored proteins"	""	"YDL100C"	TRUE
"RIM4"	"YHL024W"	56649	58790	"Regulator of IME2"	""	"YHL024W"	TRUE
"RAD53"	"YPL153C"	261727	264192	"RADiation sensitive"	""	"YPL153C"	TRUE
"DLD2"	"DLD2"	139522	141114	"DLD2"	"methylglyoxal catabolism"	"YDL178W"	FALSE
"IML2"	"YJL082W"	281185	283380	"Increased Minichromosome Loss"	""	"YJL082W"	TRUE
"PRP3"	"YDR473C"	1404445	1405854	"Pre-mRNA Processing"	""	"YDR473C"	TRUE
"DAL80"	"YKR034W"	506898	507707	"Degradation of Allantoin"	""	"YKR034W"	TRUE
"ERG12"	"ERG12"	684467	685798	"Erg12"	"superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate) // superpathway of ergosterol biosynthesis // mevalonate pathway"	"YMR208W"	FALSE
"RPL31B"	"YLR406C"	931065	931755	"Ribosomal Protein of the Large subunit"	""	"YLR406C"	TRUE
"SCW11"	"YGL028C"	441281	442909	"Soluble Cell Wall protein"	""	"YGL028C"	TRUE
"GRX7"	"YBR014C"	266725	267336	"GlutaRedoXin"	""	"YBR014C"	TRUE
"DIA1"	"YMR316W"	904825	905835	"Digs Into Agar"	""	"YMR316W"	TRUE
"TIR4"	"YOR009W"	344335	345798	"TIp1-Related"	""	"YOR009W"	TRUE
"RXT3"	"YDL076C"	320668	321552	"RXT3"	""	"YDL076C"	TRUE
"NAG1"	"YGR031C-A"	546809	547300	"Nested Antisense Gene"	""	"YGR031C-A"	TRUE
"ODC1"	"YPL134C"	298571	299503	"OxoDicarboxylate Carrier"	""	"YPL134C"	TRUE
"SIR2"	"SIR2"	376757	378445	"NAD-dependent histone deacetylase"	"NAD salvage pathway"	"YDL042C"	FALSE
"YHC3"	"YJL059W"	324964	326190	"Yeast Homolog of human Cln3"	""	"YJL059W"	TRUE
"NHX1"	"YDR456W"	1367485	1369386	"Na+/H+ eXchanger"	""	"YDR456W"	TRUE
"PRY2"	"YKR013W"	463959	464948	"Pathogen Related in Yeast"	""	"YKR013W"	TRUE
"VAN1"	"VAN1"	40187	41794	"mannosyltransferase"	""	"YML115C"	FALSE
"ERP6"	"YGL002W"	494517	495167	"Emp24p/Erv25p Related Protein"	""	"YGL002W"	TRUE
"ROX3"	"YBL093C"	44256	44918	"Repressor Of hypoXic genes"	""	"YBL093C"	TRUE
"REH1"	"YLR387C"	896374	897672	"REI1 Homologue"	""	"YLR387C"	TRUE
"JNM1"	"YMR294W"	856966	858087	"Just Nuclear Migration"	""	"YMR294W"	TRUE
"DCP1"	"YOL149W"	44938	45633	"mRNA DeCaPping"	""	"YOL149W"	TRUE
"LHP1"	"YDL051W"	363952	364779	"La-Homologous Protein"	""	"YDL051W"	TRUE
"RTT102"	"YGR275W"	1043276	1043749	"Regulator of Ty1 Transposition"	""	"YGR275W"	TRUE
"MRP51"	"YPL118W"	326628	327662	"Mitochondrial Ribosomal Protein"	""	"YPL118W"	TRUE
"GRX1"	"GRX1"	60841	61173	"oxidized glutaredoxin 1 // reduced glutaredoxin 1"	"glutathione-glutaredoxin redox reactions // glutathione-glutaredoxin system"	"YCL035C"	FALSE
"SNX4"	"YJL036W"	378825	380096	"Sorting NeXin"	""	"YJL036W"	TRUE
"RPN9"	"YDR427W"	1322205	1323386	"Regulatory Particle Non-ATPase"	""	"YDR427W"	TRUE
"UBA1"	"YKL210W"	39163	42237	"UBiquitin Activating"	""	"YKL210W"	TRUE
"IMD3"	"IMD3"	1002557	1004128	"IMP dehydrogenase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // guanosine ribonucleotides <i>de novo</i> biosynthesis"	"YLR432W"	FALSE
"ERJ5"	"YFR041C"	237368	238255	"Endoplasmic Reticulum located J-protein"	""	"YFR041C"	TRUE
"UBP13"	"YBL067C"	93639	95882	"UBiquitin-specific Protease"	""	"YBL067C"	TRUE
"RPS22B"	"YLR367W"	856442	857317	"Ribosomal Protein of the Small subunit"	""	"YLR367W"	TRUE
"DSK2"	"YMR276W"	818827	819948	"DSK2"	""	"YMR276W"	TRUE
"RPL25"	"YOL127W"	80348	81190	"Ribosomal Protein of the Large subunit"	""	"YOL127W"	TRUE
"RTK1"	"YDL025C"	405344	407206	"Ribosome biogenesis and TRNA synthetase-associated Kinase"	""	"YDL025C"	TRUE
"NTG2"	"YOL043C"	248392	249534	"eNdonuclease Three-like Glycosylase"	""	"YOL043C"	TRUE
"YGR250C"	"YGR250C"	991176	993521	"YGR250C"	""	"YGR250C"	TRUE
"SEC62"	"YPL094C"	369839	370663	"SECretory"	""	"YPL094C"	TRUE
"PYC2"	"PYC2"	658707	662249	"pyruvate carboxylase"	"gluconeogenesis // aspartate biosynthesis // TCA cycle, aerobic respiration"	"YBR218C"	FALSE
"CTK2"	"YJL006C"	423138	424109	"Carboxy-Terminal domain Kinase"	""	"YJL006C"	TRUE
"PDR15"	"YDR406W"	1279210	1283799	"Pleiotropic Drug Resistance"	""	"YDR406W"	TRUE
"CNB1"	"YKL190W"	82947	83550	"CalciNeurin subunit B"	""	"YKL190W"	TRUE
"CTS1"	"CTS1"	708448	710136	"endochitinase"	""	"YLR286C"	FALSE
"CMK1"	"YFR014C"	172537	173877	"CalModulin dependent protein Kinase"	""	"YFR014C"	TRUE
"ECM13"	"YBL043W"	136688	137461	"ExtraCellular Mutant"	""	"YBL043W"	TRUE
"RPP0"	"YLR340W"	805887	806825	"Ribosomal Protein P0"	""	"YLR340W"	TRUE
"GTO3"	"YMR251W"	772915	774015	"Glutathione Transferase Omega-like"	""	"YMR251W"	TRUE
"INO4"	"YOL108C"	111431	111886	"INOsitol requiring"	""	"YOL108C"	TRUE
"MCD1"	"YDL003W"	444683	446383	"Mitotic Chromosome Determinant"	""	"YDL003W"	TRUE
"TSR4"	"YOL022C"	280272	281498	"Twenty S rRNA accumulation"	""	"YOL022C"	TRUE
"AMA1"	"YGR225W"	945145	947019	"Activator of Meiotic APC/C"	""	"YGR225W"	TRUE
"UBP16"	"YPL072W"	418512	420011	"UBiquitin-specific Protease"	""	"YPL072W"	TRUE
"CDS1"	"CDS1"	296369	297742	"phosphatidate cytidylyltransferase"	"phosphatidylglycerol biosynthesis // CDP-diacylglycerol biosynthesis"	"YBR029C"	FALSE
"YAP5"	"YIR018W"	384609	385346	"Yeast AP-1"	""	"YIR018W"	TRUE
"EFT2"	"YDR385W"	1243230	1245758	"Elongation Factor Two"	""	"YDR385W"	TRUE
"MRPL38"	"YKL170W"	130634	131050	"Mitochondrial Ribosomal Protein, Large subunit"	""	"YKL170W"	TRUE
"ASP3-3"	"ASP3-3"	482549	483637	"asparaginase II"	"asparagine degradation"	"YLR158C"	FALSE
"MSH4"	"YFL003C"	134521	137157	"MutS Homolog"	""	"YFL003C"	TRUE
"MCM2"	"YBL023C"	174920	177526	"MiniChromosome Maintenance"	""	"YBL023C"	TRUE
"CDC3"	"YLR314C"	762575	764137	"Cell Division Cycle"	""	"YLR314C"	TRUE
"MTF1"	"YMR228W"	724626	725651	"Mitochondrial Transcription Factor"	""	"YMR228W"	TRUE
"ATG34"	"YOL083W"	165714	166952	"AuTophaGy related"	""	"YOL083W"	TRUE
"OCA4"	"YCR095C"	288170	289258	"Oxidant-induced Cell-cycle Arrest"	""	"YCR095C"	TRUE
"PFA4"	"YOL003C"	321858	322994	"Protein Fatty Acyltransferase"	""	"YOL003C"	TRUE
"TDA10"	"YGR205W"	909213	910085	"Topoisomerase I Damage Affected"	""	"YGR205W"	TRUE
"VPS16"	"YPL045W"	467260	469656	"Vacuolar Protein Sorting"	""	"YPL045W"	TRUE
"YAT1"	"YAT1"	190193	192256	"carnitine acetyltransferase"	"carnitine shuttle"	"YAR035W"	FALSE
"YIL166C"	"YIL166C"	30938	32566	"YIL166C"	""	"YIL166C"	TRUE
"ESC2"	"YDR363W"	1199183	1200553	"Establishment of Silent Chromatin"	""	"YDR363W"	TRUE
"RPC25"	"YKL144C"	175843	176481	"RNA Polymerase C"	""	"YKL144C"	TRUE
"PCK1"	"PCK1"	631152	632801	"phosphoenolpyruvate carboxylkinase"	"gluconeogenesis"	"YKR097W"	FALSE
"STE2"	"YFL026W"	82580	83875	"STErile"	""	"YFL026W"	TRUE
"HTB2"	"YBL002W"	236492	236887	"Histone h Two B"	""	"YBL002W"	TRUE
"YLR278C"	"YLR278C"	699999	704024	"YLR278C"	""	"YLR278C"	TRUE
"MGL2"	"YMR210W"	687516	688865	"monoacylglycerol lipase"	"monoacylglycerol metabolism // triacylglycerol degradation"	"YMR210W"	TRUE
"IMG2"	"YCR071C"	240103	240543	"Integrity of Mitochondrial Genome"	""	"YCR071C"	TRUE
"YNR064C"	"YNR064C"	749136	750008	"YNR064C"	""	"YNR064C"	TRUE
"PBP1"	"YGR178C"	851047	853215	"Pab1p-Binding Protein"	""	"YGR178C"	TRUE
"ECM23"	"YPL021W"	511101	511664	"ExtraCellular Mutant"	""	"YPL021W"	TRUE
"VPS63"	"YLR261C"	668237	668563	"Vps63p"	""	"YLR261C"	TRUE
"AXL2"	"YIL140W"	85366	87837	"AXiaL budding pattern"	""	"YIL140W"	TRUE
"HXT7"	"YDR342C"	1154216	1155928	"HeXose Transporter"	""	"YDR342C"	TRUE
"VPH2"	"YKL119C"	218570	219217	"Vacuolar pH"	""	"YKL119C"	TRUE
"MCR1"	"MCR1"	166544	167452	"NADH-cytochrome b5 reductase"	""	"YKL150W"	FALSE
"EMP47"	"YFL048C"	38843	40180	"EMP47"	""	"YFL048C"	TRUE
"CDC15"	"YAR019C"	172211	175135	"Cell Division Cycle"	""	"YAR019C"	TRUE
